venue,user,year,doy,dow,hour,lon,lat,senti_val
D's Six Pax &amp; Dogz,remingtonbrooks,2014,40,0,23,-79.8937,40.4321,0.000
D's Six Pax &amp; Dogz,unvegan,2014,58,4,20,-79.8937,40.4321,0.000
D's Six Pax &amp; Dogz,superfro432,2014,68,0,4,-79.8937,40.4321,0.000
D's Six Pax &amp; Dogz,danpoteste,2014,74,6,19,-79.8937,40.4321,0.000
D's Six Pax &amp; Dogz,joncmu,2014,185,5,15,-79.8937,40.4321,0.000
D's Six Pax &amp; Dogz,spode411,2014,148,3,16,-79.8937,40.4321,0.000
D's Six Pax &amp; Dogz,AlejandraDD,2014,122,5,20,-79.8937,40.4321,0.000
D's Six Pax &amp; Dogz,redfoote74,2014,81,6,20,-79.8937,40.4321,0.000
D's Six Pax &amp; Dogz,AbbyDinges,2014,88,6,16,-79.8937,40.4321,0.000
D's Six Pax &amp; Dogz,jssaylor,2015,117,1,16,-79.8937,40.4321,0.000
D's Six Pax &amp; Dogz,mirv_ana,2015,242,0,21,-79.8937,40.4321,0.000
D's Six Pax &amp; Dogz,bryan_koval,2015,278,1,22,-79.8937,40.4321,0.000
D's Six Pax &amp; Dogz,bryan_koval,2015,278,1,22,-79.8937,40.4321,0.000
D's Six Pax &amp; Dogz,LoriRunzo,2015,131,1,19,-79.8937,40.4321,0.000
D's Six Pax &amp; Dogz,LoriRunzo,2015,131,1,19,-79.8937,40.4321,0.000
D's Six Pax &amp; Dogz,bryan_koval,2015,278,1,22,-79.8937,40.4321,0.000
D's Six Pax &amp; Dogz,MomAteMyGod,2015,204,4,1,-79.8937,40.4321,0.000
CVS Pharmacy,Tillikum_V,2015,190,4,15,-79.9991,40.4425,0.000
CVS Pharmacy,JannaMarie16,2014,153,1,16,-80.0013,40.4406,0.000
CVS Pharmacy,joncmu,2014,182,2,16,-79.9277,40.4440,0.000
CVS Pharmacy,DJTMI,2014,43,3,21,-79.8862,40.4440,0.000
CVS Pharmacy,JannaMarie16,2014,153,1,16,-80.0013,40.4406,0.000
CVS Pharmacy,IPhillyBoy2011,2014,132,1,13,-79.9991,40.4425,0.000
CVS Pharmacy,joncmu,2014,172,6,19,-80.0013,40.4406,0.000
CVS Pharmacy,kristianaaaaaa_,2014,99,3,19,-80.0013,40.4406,0.000
CVS Pharmacy,IPhillyBoy2011,2014,132,1,13,-80.0013,40.4406,0.000
CVS Pharmacy,JannaMarie16,2014,153,1,16,-80.0013,40.4406,0.000
CVS Pharmacy,joncmu,2014,182,2,16,-79.9277,40.4440,0.000
CVS Pharmacy,DJTMI,2014,43,3,21,-79.8862,40.4440,0.000
CVS Pharmacy,IPhillyBoy2011,2014,54,0,12,-79.8862,40.4440,0.000
Captain Morgan Club,BeautyandBalor,2015,286,2,22,-79.9899,40.4399,0.000
Giant Eagle Market District,be_betterring,2015,25,0,23,-79.9348,40.4566,0.000
Giant Eagle Market District,Tdysign,2015,32,0,17,-79.9348,40.4566,0.000
Giant Eagle Market District,gurujonah,2015,38,6,0,-79.9348,40.4566,0.000
Giant Eagle Market District,be_betterring,2015,39,0,21,-79.9348,40.4566,0.000
Giant Eagle Market District,ShelbyT20,2015,73,6,17,-79.9350,40.4569,0.000
Giant Eagle Market District,gurujonah,2014,291,6,1,-79.9350,40.4566,0.000
Giant Eagle Market District,PghRunner74,2014,32,6,21,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,66,5,11,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,206,5,23,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,220,5,23,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,273,2,18,-79.9350,40.4566,0.000
Giant Eagle Market District,gurujonah,2014,296,4,0,-79.9350,40.4566,0.000
Giant Eagle Market District,gurujonah,2014,43,3,0,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,341,0,0,-79.9350,40.4566,0.000
Giant Eagle Market District,be_betterring,2015,16,5,2,-79.9348,40.4566,0.000
Giant Eagle Market District,chriskalfut,2014,33,0,15,-79.9348,40.4567,0.000
Giant Eagle Market District,sparklyporsche,2014,34,1,0,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,37,4,3,-79.9348,40.4567,0.000
Giant Eagle Market District,J_Anthony_,2014,46,6,3,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,55,1,4,-79.9348,40.4567,0.000
Giant Eagle Market District,RashanWalker,2014,59,5,22,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,68,0,19,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,72,4,0,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,83,1,2,-79.9348,40.4567,0.000
Giant Eagle Market District,J_Anthony_,2014,90,1,2,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,92,3,1,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,96,0,1,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,100,4,17,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,102,6,23,-79.9348,40.4567,0.000
Giant Eagle Market District,J_Anthony_,2014,109,6,2,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,112,2,2,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,115,5,0,-79.9348,40.4567,0.000
Giant Eagle Market District,RashanWalker,2014,115,5,16,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,118,1,1,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,130,6,13,-79.9348,40.4567,0.000
Giant Eagle Market District,ShelbyT20,2014,132,1,15,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,134,3,1,-79.9348,40.4567,0.000
Giant Eagle Market District,Cheeky_Baby410,2014,138,0,17,-79.9348,40.4567,0.000
Giant Eagle Market District,be_betterring,2015,25,0,23,-79.9348,40.4566,0.000
Giant Eagle Market District,Tdysign,2015,32,0,17,-79.9348,40.4566,0.000
Giant Eagle Market District,gurujonah,2015,38,6,0,-79.9348,40.4566,0.000
Giant Eagle Market District,be_betterring,2015,39,0,21,-79.9348,40.4566,0.000
Giant Eagle Market District,gurujonah,2014,202,1,2,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,204,3,15,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,208,0,23,-79.9348,40.4567,0.000
Giant Eagle Market District,J_Anthony_,2014,53,6,0,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,224,2,20,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,241,5,1,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,248,5,3,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,242,6,3,-79.9348,40.4567,0.000
Giant Eagle Market District,idreamoftravel,2014,243,0,20,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,246,3,1,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,279,1,19,-79.9350,40.4566,0.000
Giant Eagle Market District,gurujonah,2014,285,0,20,-79.9350,40.4566,0.000
Giant Eagle Market District,bryan_koval,2014,298,6,18,-79.9350,40.4566,0.000
Giant Eagle Market District,gurujonah,2014,305,6,1,-79.9350,40.4566,0.000
Giant Eagle Market District,timparenti,2014,32,6,19,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,29,3,2,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,34,1,22,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,38,5,0,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,39,6,21,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,45,5,1,-79.9348,40.4567,0.000
Giant Eagle Market District,AlexInPitt,2014,46,6,11,-79.9348,40.4567,0.000
Giant Eagle Market District,ShelbyT20,2014,47,0,20,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,50,3,1,-79.9348,40.4567,0.000
Giant Eagle Market District,ShelbyT20,2014,54,0,0,-79.9348,40.4567,0.000
Giant Eagle Market District,be_betterring,2014,61,0,17,-79.9348,40.4567,0.000
Giant Eagle Market District,J_Anthony_,2014,64,3,3,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,65,4,4,-79.9348,40.4567,0.000
Giant Eagle Market District,J_Anthony_,2014,66,5,3,-79.9348,40.4567,0.000
Giant Eagle Market District,idreamoftravel,2014,66,5,22,-79.9348,40.4567,0.000
Giant Eagle Market District,J_Anthony_,2014,67,6,0,-79.9348,40.4567,0.000
Giant Eagle Market District,J_Anthony_,2014,69,1,3,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,71,3,1,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,73,5,0,-79.9348,40.4567,0.000
Giant Eagle Market District,ShelbyT20,2014,151,6,21,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,76,1,23,-79.9348,40.4567,0.000
Giant Eagle Market District,slash__,2014,181,1,23,-79.9348,40.4567,0.000
Giant Eagle Market District,saalshaleh,2014,169,3,22,-79.9348,40.4567,0.000
Giant Eagle Market District,joncmu,2014,157,5,23,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,157,5,0,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,156,4,1,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,81,6,0,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,82,0,1,-79.9348,40.4567,0.000
Giant Eagle Market District,J_Anthony_,2014,85,3,23,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,85,3,23,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,87,5,1,-79.9348,40.4567,0.000
Giant Eagle Market District,J_Anthony_,2014,104,1,2,-79.9348,40.4567,0.000
Giant Eagle Market District,PghRunner74,2014,109,6,15,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,122,5,0,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,131,0,22,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,143,5,2,-79.9348,40.4567,0.000
Giant Eagle Market District,larrylawr,2014,140,2,16,-79.9348,40.4567,0.000
Giant Eagle Market District,be_betterring,2015,25,0,23,-79.9348,40.4566,0.000
Giant Eagle Market District,Tdysign,2015,32,0,17,-79.9348,40.4566,0.000
Giant Eagle Market District,gurujonah,2015,38,6,0,-79.9348,40.4566,0.000
Giant Eagle Market District,be_betterring,2015,39,0,21,-79.9348,40.4566,0.000
Giant Eagle Market District,gurujonah,2014,140,2,2,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,155,3,2,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,158,6,0,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,161,2,1,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,291,6,1,-79.9350,40.4566,0.000
Giant Eagle Market District,PghRunner74,2014,32,6,21,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,66,5,11,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,206,5,23,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,220,5,23,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,273,2,18,-79.9350,40.4566,0.000
Giant Eagle Market District,gurujonah,2014,296,4,0,-79.9350,40.4566,0.000
Giant Eagle Market District,gurujonah,2014,341,0,0,-79.9350,40.4566,0.000
Giant Eagle Market District,be_betterring,2015,16,5,2,-79.9348,40.4566,0.000
Giant Eagle Market District,chriskalfut,2014,33,0,15,-79.9348,40.4567,0.000
Giant Eagle Market District,sparklyporsche,2014,34,1,0,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,37,4,3,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,43,3,0,-79.9348,40.4567,0.000
Giant Eagle Market District,J_Anthony_,2014,46,6,3,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,55,1,4,-79.9348,40.4567,0.000
Giant Eagle Market District,RashanWalker,2014,59,5,22,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,68,0,19,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,72,4,0,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,83,1,2,-79.9348,40.4567,0.000
Giant Eagle Market District,J_Anthony_,2014,90,1,2,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,92,3,1,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,96,0,1,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,100,4,17,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,102,6,23,-79.9348,40.4567,0.000
Giant Eagle Market District,J_Anthony_,2014,109,6,2,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,112,2,2,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,115,5,0,-79.9348,40.4567,0.000
Giant Eagle Market District,RashanWalker,2014,115,5,16,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,118,1,1,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,130,6,13,-79.9348,40.4567,0.000
Giant Eagle Market District,ShelbyT20,2014,132,1,15,-79.9348,40.4567,0.000
Giant Eagle Market District,gurujonah,2014,134,3,1,-79.9348,40.4567,0.000
Giant Eagle Market District,Cheeky_Baby410,2014,138,0,17,-79.9348,40.4567,0.000
Giant Eagle Market District,ShelbyT20,2015,73,6,17,-79.9350,40.4569,0.000
Walnut Grove,ShelbyT20,2014,297,5,22,-80.0483,40.3823,0.000
Walnut Grove,IPhillyBoy2011,2014,147,2,1,-80.0481,40.3822,0.000
Walnut Grove,ShelbyT20,2014,297,5,22,-80.0483,40.3823,0.000
Walnut Grove,IPhillyBoy2011,2014,147,2,1,-80.0481,40.3822,0.000
Walnut Grove,ShelbyT20,2014,297,5,22,-80.0483,40.3823,0.000
Walnut Grove,IPhillyBoy2011,2014,147,2,1,-80.0481,40.3822,0.000
Munhall Veterinary Hospital,kelsdoesnttweet,2014,177,4,21,-79.9031,40.3972,0.000
Munhall Veterinary Hospital,kelsdoesnttweet,2014,177,4,21,-79.9031,40.3972,0.000
Munhall Veterinary Hospital,kelsdoesnttweet,2014,177,4,21,-79.9031,40.3972,0.000
Munhall Veterinary Hospital,kelsdoesnttweet,2014,177,4,21,-79.9031,40.3972,0.000
Fudge Farm,kopitarus,2015,225,4,22,-79.9162,40.4075,0.000
X Shadyside,gurujonah,2014,118,1,15,-79.9318,40.4518,0.000
X Shadyside,gurujonah,2014,107,4,17,-79.9318,40.4518,0.000
X Shadyside,gurujonah,2014,112,2,1,-79.9318,40.4518,0.000
X Shadyside,gurujonah,2014,111,1,19,-79.9318,40.4518,0.000
X Shadyside,PghRunner74,2014,113,3,21,-79.9318,40.4518,0.000
X Shadyside,gurujonah,2014,119,2,21,-79.9318,40.4518,0.000
X Shadyside,PghRunner74,2014,120,3,20,-79.9318,40.4518,0.000
X Shadyside,PghRunner74,2014,128,4,20,-79.9318,40.4518,0.000
X Shadyside,gurujonah,2014,132,1,21,-79.9318,40.4518,0.000
X Shadyside,gurujonah,2014,137,6,21,-79.9318,40.4518,0.000
X Shadyside,gurujonah,2014,147,2,21,-79.9318,40.4518,0.000
X Shadyside,gurujonah,2014,142,4,18,-79.9318,40.4518,0.000
X Shadyside,gurujonah,2014,140,2,17,-79.9318,40.4518,0.000
X Shadyside,gurujonah,2014,118,1,15,-79.9318,40.4518,0.000
X Shadyside,gurujonah,2014,107,4,17,-79.9318,40.4518,0.000
X Shadyside,gurujonah,2014,112,2,1,-79.9318,40.4518,0.000
X Shadyside,gurujonah,2014,111,1,19,-79.9318,40.4518,0.000
X Shadyside,PghRunner74,2014,113,3,21,-79.9318,40.4518,0.000
X Shadyside,gurujonah,2014,119,2,21,-79.9318,40.4518,0.000
X Shadyside,PghRunner74,2014,120,3,20,-79.9318,40.4518,0.000
X Shadyside,PghRunner74,2014,128,4,20,-79.9318,40.4518,0.000
X Shadyside,gurujonah,2014,132,1,21,-79.9318,40.4518,0.000
X Shadyside,gurujonah,2014,137,6,21,-79.9318,40.4518,0.000
X Shadyside,gurujonah,2014,147,2,21,-79.9318,40.4518,0.000
X Shadyside,gurujonah,2014,142,4,18,-79.9318,40.4518,0.000
X Shadyside,gurujonah,2014,140,2,17,-79.9318,40.4518,0.000
X Shadyside,gurujonah,2015,80,6,18,-79.9318,40.4518,0.000
East Liberty Station,RandPitt,2015,27,2,22,-79.9229,40.4593,0.327
East Liberty Station,RandPitt,2014,64,3,22,-79.9233,40.4593,0.362
Ryan's Pub &amp; Grill,kelsdoesnttweet,2015,206,6,16,-79.8974,40.4393,0.000
Ryan's Pub &amp; Grill,kelsdoesnttweet,2015,158,0,16,-79.8974,40.4393,0.000
Ryan's Pub &amp; Grill,kelsdoesnttweet,2015,158,0,16,-79.8974,40.4393,0.000
Ryan's Pub &amp; Grill,kelsdoesnttweet,2015,167,2,0,-79.8974,40.4393,0.000
Ryan's Pub &amp; Grill,kelsdoesnttweet,2014,245,2,23,-79.8974,40.4394,0.000
Ryan's Pub &amp; Grill,kelsdoesnttweet,2014,188,1,0,-79.8974,40.4394,0.000
Ryan's Pub &amp; Grill,kelsdoesnttweet,2014,194,0,0,-79.8974,40.4394,0.000
Ryan's Pub &amp; Grill,kelsdoesnttweet,2014,197,3,0,-79.8974,40.4394,0.000
Ryan's Pub &amp; Grill,kelsdoesnttweet,2014,248,5,0,-79.8974,40.4394,0.000
Ryan's Pub &amp; Grill,kelsdoesnttweet,2014,280,2,21,-79.8974,40.4394,0.000
Ryan's Pub &amp; Grill,kelsdoesnttweet,2014,288,3,23,-79.8974,40.4394,0.000
Ryan's Pub &amp; Grill,kelsdoesnttweet,2014,290,5,19,-79.8974,40.4394,0.000
Ryan's Pub &amp; Grill,kelsdoesnttweet,2014,32,6,18,-79.8974,40.4394,0.000
Ryan's Pub &amp; Grill,ThisOtherJoe,2014,60,6,4,-79.8974,40.4394,0.000
Ryan's Pub &amp; Grill,kelsdoesnttweet,2014,40,0,23,-79.8974,40.4394,0.000
Ryan's Pub &amp; Grill,kelsdoesnttweet,2014,68,0,19,-79.8974,40.4394,0.000
Ryan's Pub &amp; Grill,kelsdoesnttweet,2014,174,1,1,-79.8974,40.4394,0.000
Ryan's Pub &amp; Grill,Kiminthebuff,2014,145,0,2,-79.8974,40.4394,0.000
Ryan's Pub &amp; Grill,kelsdoesnttweet,2014,124,0,16,-79.8974,40.4394,0.000
Ryan's Pub &amp; Grill,kelsdoesnttweet,2014,96,0,18,-79.8974,40.4394,0.000
Ryan's Pub &amp; Grill,kelsdoesnttweet,2015,119,3,0,-79.8974,40.4393,0.000
Ryan's Pub &amp; Grill,kelsdoesnttweet,2015,242,0,16,-79.8974,40.4393,0.000
Ryan's Pub &amp; Grill,kelsdoesnttweet,2015,243,1,20,-79.8974,40.4393,0.000
Ryan's Pub &amp; Grill,kelsdoesnttweet,2015,249,0,21,-79.8974,40.4393,0.000
Ryan's Pub &amp; Grill,kelsdoesnttweet,2015,281,4,19,-79.8974,40.4393,0.000
Ryan's Pub &amp; Grill,kelsdoesnttweet,2015,281,4,19,-79.8974,40.4393,0.000
Ryan's Pub &amp; Grill,kelsdoesnttweet,2015,182,3,1,-79.8974,40.4393,0.000
Ryan's Pub &amp; Grill,kelsdoesnttweet,2015,182,3,1,-79.8974,40.4393,0.000
Ryan's Pub &amp; Grill,kelsdoesnttweet,2015,281,4,19,-79.8974,40.4393,0.000
Ryan's Pub &amp; Grill,kelsdoesnttweet,2015,225,4,19,-79.8974,40.4393,0.000
Ryan's Pub &amp; Grill,kelsdoesnttweet,2015,79,5,21,-79.8974,40.4393,0.000
Verizon Wireless,EmberFoxie,2014,137,6,19,-79.9583,40.4407,0.000
Owl's Club,IPhillyBoy2011,2014,80,5,3,-79.9123,40.4056,0.000
Forms and Surfaces, Inc.,IPhillyBoy2011,2014,93,4,18,-79.9459,40.5005,0.000
Fox Way Commons,otimemore,2014,68,0,15,-79.9809,40.4305,0.000
Fox Way Commons,otimemore,2014,68,0,15,-79.9809,40.4305,0.000
Silver Lake Commons,IPhillyBoy2011,2014,47,0,13,-79.9037,40.4583,0.000
Shadyside Luna Parking Garage,RCTheFox,2015,75,1,11,-79.9448,40.4566,0.000
Shadyside Luna Parking Garage,RCTheFox,2015,75,1,11,-79.9448,40.4566,0.000
Fitzgerald Field House,gsszklany,2014,320,0,2,-79.9643,40.4435,0.000
Fitzgerald Field House,gsszklany,2014,320,0,2,-79.9643,40.4435,0.000
Fitzgerald Field House,Sir_Heist,2015,2,5,18,-79.9643,40.4435,0.000
Fitzgerald Field House,ClayZahrobsky,2014,66,5,23,-79.9643,40.4435,0.000
Fitzgerald Field House,gsszklany,2014,320,0,2,-79.9643,40.4435,0.000
Foote's House,FrangipaniAni,2015,200,0,0,-79.9584,40.4356,0.000
May Flower,IPhillyBoy2011,2014,137,6,3,-79.8851,40.4421,0.000
Three Rivers Rowing,JIMDbGraner,2015,119,3,21,-79.9753,40.4693,0.000
Three Rivers Rowing,BrianSkripac,2014,85,3,22,-79.9758,40.4667,0.000
Three Rivers Rowing,RossKressel,2014,295,3,22,-79.9753,40.4693,0.000
Three Rivers Rowing,RossKressel,2014,316,3,23,-79.9753,40.4693,0.000
Three Rivers Rowing,BrianSkripac,2014,85,3,22,-79.9758,40.4667,0.000
Three Rivers Rowing,RossKressel,2014,295,3,22,-79.9753,40.4693,0.000
Three Rivers Rowing,RossKressel,2014,316,3,23,-79.9753,40.4693,0.000
Three Rivers Rowing,BrianSkripac,2014,85,3,22,-79.9758,40.4667,0.000
Three Rivers Rowing,RossKressel,2014,295,3,22,-79.9753,40.4693,0.000
Three Rivers Rowing,RossKressel,2014,316,3,23,-79.9753,40.4693,0.000
Three Rivers Rowing,IPhillyBoy2011,2014,43,3,17,-79.9851,40.4553,0.000
smile studio dr. Cushman,IPhillyBoy2011,2014,100,4,3,-79.9622,40.4387,0.263
Greek Festival,jssaylor,2015,127,4,17,-79.9499,40.4444,0.348
Greek Festival,jssaylor,2015,127,4,17,-79.9499,40.4444,0.348
Gold's Gym,xcorey21,2014,361,6,16,-80.0039,40.4411,0.000
Gold's Gym,sobrien_1970,2014,64,3,15,-80.0039,40.4411,0.000
Gold's Gym,sobrien_1970,2014,69,1,17,-80.0039,40.4411,0.000
Gold's Gym,sobrien_1970,2014,76,1,13,-80.0039,40.4411,0.000
Gold's Gym,redfoote74,2014,182,2,14,-80.0039,40.4411,0.000
Gold's Gym,redfoote74,2014,107,4,15,-80.0039,40.4411,0.000
Gold's Gym,sobrien_1970,2014,91,2,12,-80.0039,40.4411,0.000
Gold's Gym,sobrien_1970,2014,80,5,14,-80.0039,40.4411,0.000
Gold's Gym,redfoote74,2014,79,4,15,-80.0039,40.4411,0.000
Gold's Gym,BigGunz_,2015,196,3,10,-80.0040,40.4413,0.000
Gold's Gym,BigGunz_,2015,197,4,23,-80.0040,40.4413,0.000
Gold's Gym,BigGunz_,2015,205,5,21,-80.0040,40.4413,0.000
Gold's Gym,sobrien_1970,2014,85,3,11,-80.0039,40.4411,0.000
Gold's Gym,redfoote74,2014,83,1,15,-80.0039,40.4411,0.000
Gold's Gym,sobrien_1970,2014,62,1,14,-80.0039,40.4411,0.000
Gold's Gym,sobrien_1970,2014,62,1,14,-80.0039,40.4411,0.000
Gold's Gym,sobrien_1970,2014,83,1,12,-80.0039,40.4411,0.000
Gold's Gym,redfoote74,2014,84,2,15,-80.0039,40.4411,0.000
Gold's Gym,sobrien_1970,2014,90,1,10,-80.0039,40.4411,0.000
Gold's Gym,redfoote74,2014,91,2,15,-80.0039,40.4411,0.000
Gold's Gym,redfoote74,2014,93,4,15,-80.0039,40.4411,0.000
Gold's Gym,redfoote74,2014,99,3,15,-80.0039,40.4411,0.000
Gold's Gym,sobrien_1970,2014,100,4,14,-80.0039,40.4411,0.000
Gold's Gym,redfoote74,2014,100,4,15,-80.0039,40.4411,0.000
Gold's Gym,sobrien_1970,2014,101,5,12,-80.0039,40.4411,0.000
Gold's Gym,redfoote74,2014,104,1,15,-80.0039,40.4411,0.000
Gold's Gym,sobrien_1970,2014,111,1,13,-80.0039,40.4411,0.000
Gold's Gym,sobrien_1970,2014,113,3,14,-80.0039,40.4411,0.000
Gold's Gym,redfoote74,2014,126,2,15,-80.0039,40.4411,0.000
Gold's Gym,redfoote74,2014,136,5,15,-80.0039,40.4411,0.000
Gold's Gym,BigGunz_,2015,196,3,10,-80.0040,40.4413,0.000
Gold's Gym,BigGunz_,2015,197,4,23,-80.0040,40.4413,0.000
Gold's Gym,shawnpsackett,2014,43,3,23,-80.0039,40.4411,0.000
Gold's Gym,redfoote74,2014,76,1,15,-80.0039,40.4411,0.000
Gold's Gym,sobrien_1970,2014,78,3,13,-80.0039,40.4411,0.000
Gold's Gym,redfoote74,2014,78,3,15,-80.0039,40.4411,0.000
Gold's Gym,redfoote74,2014,169,3,14,-80.0039,40.4411,0.000
Gold's Gym,redfoote74,2014,154,2,15,-80.0039,40.4411,0.000
Gold's Gym,BigGunz_,2015,245,3,21,-80.0040,40.4413,0.000
Gold's Gym,sobrien_1970,2014,62,1,14,-80.0039,40.4411,0.000
Gold's Gym,sethfbarker,2015,225,4,20,-80.0040,40.4413,0.000
Gold's Gym,xcorey21,2014,361,6,16,-80.0039,40.4411,0.000
Gold's Gym,sobrien_1970,2014,64,3,15,-80.0039,40.4411,0.000
Gold's Gym,sobrien_1970,2014,69,1,17,-80.0039,40.4411,0.000
Gold's Gym,sobrien_1970,2014,76,1,13,-80.0039,40.4411,0.000
Gold's Gym,redfoote74,2014,182,2,14,-80.0039,40.4411,0.000
Gold's Gym,redfoote74,2014,107,4,15,-80.0039,40.4411,0.000
Gold's Gym,sobrien_1970,2014,91,2,12,-80.0039,40.4411,0.000
Gold's Gym,sobrien_1970,2014,80,5,14,-80.0039,40.4411,0.000
Gold's Gym,redfoote74,2014,79,4,15,-80.0039,40.4411,0.000
Gold's Gym,xcorey21,2014,361,6,16,-80.0039,40.4411,0.000
Gold's Gym,sobrien_1970,2014,64,3,15,-80.0039,40.4411,0.000
Gold's Gym,sobrien_1970,2014,69,1,17,-80.0039,40.4411,0.000
Gold's Gym,sobrien_1970,2014,76,1,13,-80.0039,40.4411,0.000
Gold's Gym,redfoote74,2014,182,2,14,-80.0039,40.4411,0.000
Gold's Gym,redfoote74,2014,107,4,15,-80.0039,40.4411,0.000
Gold's Gym,sobrien_1970,2014,91,2,12,-80.0039,40.4411,0.000
Gold's Gym,sobrien_1970,2014,80,5,14,-80.0039,40.4411,0.000
Gold's Gym,redfoote74,2014,79,4,15,-80.0039,40.4411,0.000
U.S. Steel Tower Plaza,rrcrazy,2014,116,6,15,-79.9954,40.4409,0.000
U.S. Steel Tower Plaza,joncmu,2014,144,6,17,-79.9954,40.4409,0.000
U.S. Steel Tower Plaza,meetjenn,2015,51,5,13,-79.9954,40.4409,0.000
U.S. Steel Tower Plaza,meetjenn,2015,51,5,13,-79.9954,40.4409,0.000
U.S. Steel Tower Plaza,meetjenn,2015,51,5,13,-79.9954,40.4409,0.000
U.S. Steel Tower Plaza,IPhillyBoy2011,2014,145,0,22,-79.9954,40.4409,0.000
U.S. Steel Tower Plaza,rrcrazy,2014,116,6,15,-79.9954,40.4409,0.000
