venue	lon	lat	category	user	year	doy	dow	hour	txt
Starbucks	-79.9476	40.4611	NA	sethhoova	2014	193	6	21	I'm at Starbucks (Pittsburgh, PA)
Starbucks	-79.9476	40.4611	NA	davidkep	2014	197	3	23	I'm at Starbucks (Pittsburgh, PA)
Starbucks	-79.9476	40.4611	NA	sethhoova	2014	334	0	21	I'm at Starbucks in Pittsburgh, PA
Starbucks	-79.9476	40.4611	NA	sethhoova	2014	354	6	17	I'm at Starbucks in Pittsburgh, PA
Starbucks	-79.9476	40.4611	NA	davidkep	2015	57	4	22	I'm at Starbucks in Pittsburgh, PA
Starbucks	-79.9476	40.4611	NA	JesseRaven	2015	81	0	16	I'm at Starbucks in Pittsburgh, PA
Starbucks	-79.9476	40.4611	NA	foxxies94	2015	156	5	18	I'm at Starbucks in Pittsburgh, PA
Wigle Whiskey	-79.9813	40.4544	NA	TravelingTricia	2014	26	0	20	I'm at Wigle Whiskey (Pittsburgh, PA)
Wigle Whiskey	-79.9813	40.4544	NA	BegottenInBurgh	2014	45	5	20	I'm at Wigle Whiskey (Pittsburgh, PA)
Wigle Whiskey	-79.9813	40.4544	NA	BegottenInBurgh	2014	53	6	21	I'm at Wigle Whiskey (Pittsburgh, PA)
Wigle Whiskey	-79.9813	40.4544	NA	BegottenInBurgh	2014	60	6	17	I'm at Wigle Whiskey (Pittsburgh, PA)
Wigle Whiskey	-79.9813	40.4544	NA	BegottenInBurgh	2014	88	6	18	I'm at Wigle Whiskey (Pittsburgh, PA) w/ 2 others
Wigle Whiskey	-79.9813	40.4544	NA	limina	2014	88	6	19	I'm at Wigle Whiskey w/
Wigle Whiskey	-79.9813	40.4544	NA	RashanWalker	2014	111	1	22	I'm at Wigle Whiskey (Pittsburgh, PA) w/ 3 others
Wigle Whiskey	-79.9813	40.4544	NA	LIVEFASTDIEAWSM	2014	158	6	17	I'm at Wigle Whiskey (Pittsburgh, PA)
Wigle Whiskey	-79.9813	40.4544	NA	brandonlinton	2014	193	6	20	I'm at Wigle Whiskey (Pittsburgh, PA)
Wigle Whiskey	-79.9813	40.4544	NA	tyrannytierney	2014	333	6	20	I'm at Wigle Whiskey in Pittsburgh, PA
Wigle Whiskey	-79.9813	40.4544	NA	HOPPERBOLIC	2014	354	6	20	I'm at Wigle Whiskey in Pittsburgh, PA
Wigle Whiskey	-79.9813	40.4544	NA	kirbypuckett	2014	363	1	21	I'm at Wigle Whiskey in Pittsburgh, PA
Wigle Whiskey	-79.9813	40.4544	NA	Silent_Jon	2015	30	5	23	I'm at Wigle Whiskey in Pittsburgh, PA
Wigle Whiskey	-79.9813	40.4544	NA	superfro432	2015	30	5	23	I'm at Wigle Whiskey in Pittsburgh, PA w/
Wigle Whiskey	-79.9813	40.4544	NA	keenerfire	2015	31	6	17	I'm at Wigle Whiskey in Pittsburgh, PA
Wigle Whiskey	-79.9813	40.4544	NA	russwbeck	2015	77	3	19	I'm at Wigle Whiskey in Pittsburgh, PA
Wigle Whiskey	-79.9813	40.4544	NA	mrstevegross	2015	184	5	16	I'm at Wigle Whiskey in Pittsburgh, PA
Wigle Whiskey	-79.9813	40.4544	NA	spode411	2015	226	5	23	I'm at Wigle Whiskey in Pittsburgh, PA w/
Wigle Whiskey	-79.9813	40.4544	NA	CaznRubyzDad	2014	108	5	23	Just posted a photo Wigle Whiskey
Camelot Apartments	-79.9526	40.4509	NA	NickNickwangxc	2015	307	2	15	Just posted a photo Camelot Apartments
Muzzys II	-80.0877	40.3922	NA	johanna_swank	2014	291	6	2	I'm at Muzzys II in Carnegie, PA
Muzzys II	-80.0877	40.3922	NA	johanna_swank	2014	312	6	0	I'm at Muzzys II in Carnegie, PA
Bluebird Kitchen	-80.0018	40.4404	NA	tashiaw	2014	350	2	17	I'm at Bluebird Kitchen in Pittsburgh, PA
Sapling Press	-79.9655	40.4646	NA	gjhead	2014	197	3	19	Just posted a photo Sapling Press
Rocco's Tavern	-79.8975	40.4220	NA	monicalynne68	2014	33	0	3	I'm at Rocco's Tavern (Pittsburgh, PA)
Rocco's Tavern	-79.8975	40.4220	NA	monicalynne68	2014	79	4	19	I'm at Rocco's Tavern (Pittsburgh, PA)
Rocco's Tavern	-79.8975	40.4220	NA	AbbyDinges	2014	145	0	3	I'm at Rocco's Tavern (Pittsburgh, PA)
Lesvos Gyro Greek Cuisine	-79.9833	40.4288	NA	Smeagol_Is_Free	2014	96	0	6	I'm at Lesvos Gyro Greek Cuisine (Pittsburgh, PA)
Lesvos Gyro Greek Cuisine	-79.9833	40.4288	NA	Bensia3	2015	37	5	17	I'm at Lesvos Gyro Greek Cuisine in Pittsburgh, PA
Lesvos Gyro Greek Cuisine	-79.9833	40.4288	NA	acetwo2k5	2015	39	0	0	I'm at Lesvos Gyro Greek Cuisine in Pittsburgh, PA w/
Orangetheory Fitness Pittsburgh- East End	-79.9271	40.4624	NA	renee_c_s24	2015	268	5	11	Just posted a photo Orangetheory Fitness Pittsburgh- East End
Allegheny Cold Storage Co.	-79.9475	40.4864	NA	EricS_69	2015	2	5	13	I'm at Allegheny Cold Storage Co. in Pittsburgh
Veterans Bridge	-79.9934	40.4499	NA	wasaaga_	2015	66	6	13	Just posted a photo Veterans Bridge
Shops at Station Square	-80.0044	40.4331	NA	keljcollins	2014	31	5	0	I'm at Shops at Station Square (Pittsburgh, PA)
Shops at Station Square	-80.0044	40.4331	NA	keenerfire	2014	59	5	23	I'm at Shops at Station Square (Pittsburgh, PA)
Shops at Station Square	-80.0044	40.4331	NA	chelseyhoughton	2014	72	4	23	I'm at Shops at Station Square (Pittsburgh, PA)
Shops at Station Square	-80.0044	40.4331	NA	philsy28	2014	77	2	19	I'm at Shops at Station Square (Pittsburgh, PA)
Shops at Station Square	-80.0044	40.4331	NA	chelseyhoughton	2014	88	6	1	I'm at Shops at Station Square (Pittsburgh, PA)
Shops at Station Square	-80.0044	40.4331	NA	msaldamando	2014	94	5	16	I'm at Shops at Station Square (Pittsburgh, PA)
United States Post Office	-79.9828	40.3663	NA	spode411	2014	105	2	21	I'm at United States Post Office (Pittsburgh, PA)
Sitting On Parkway	-79.9465	40.4286	NA	JDubsWorld	2014	23	4	1	I'm at Sitting On Parkway (Pittsburgh, PA)
Mama Lena's Pizza House	-80.0618	40.4725	NA	IPhillyBoy2011	2014	156	4	12	I'm at Mama Lena's Pizza House (Mc Kees Rocks, PA)
Points Of View	-80.0213	40.4392	NA	Lino621	2014	87	5	1	I'm at Points Of View (Pittsburgh, PA)
Points Of View	-80.0213	40.4392	NA	cottle01	2014	60	6	16	Just posted a photo Points Of View
La Gondola	-80.0023	40.4402	NA	audrey1nd	2015	289	5	17	I'm at La Gondola in Pittsburgh, PA
21st Street Coffee and Tea	-79.9843	40.4517	NA	IPhillyBoy2011	2014	43	3	17	I'm at 21st Street Coffee and Tea - (Pittsburgh, PA)
21st Street Coffee and Tea	-79.9843	40.4517	NA	nick_d_rizzo	2014	52	5	15	I'm at 21st Street Coffee and Tea - (Pittsburgh, PA)
21st Street Coffee and Tea	-79.9843	40.4517	NA	nick_d_rizzo	2014	57	3	14	I'm at 21st Street Coffee and Tea - (Pittsburgh, PA)
Prestogeorge Coffee & Tea	-79.9856	40.4501	NA	chuck629	2014	277	6	16	Just posted a photo Prestogeorge Coffee &amp; Tea
LaundryMat	-79.8711	40.3656	NA	IPhillyBoy2011	2014	32	6	21	I'm at LaundryMat (West Mifflin, PA)
LaundryMat	-79.8711	40.3656	NA	IPhillyBoy2011	2014	48	1	12	I'm at LaundryMat (West Mifflin, PA)
James Street Gastropub and Speakeasy	-80.0013	40.4546	NA	trelles09	2014	362	0	3	Just posted a photo James Street Gastropub and Speakeasy
Quantum Theater	-79.9237	40.4619	NA	IPhillyBoy2011	2014	141	3	16	I'm at Quantum Theater - John Gabriel Borkman (Pittsburgh, PA)
Carnegie Museum of Art and Natural History	-79.9498	40.4431	NA	BryMiscoe	2014	136	5	21	Just posted a photo Carnegie Museum of Art and Natural History
Washington's Landing	-79.9771	40.4636	NA	ChristiKusic	2014	172	6	0	I'm at Washington's Landing (Pittsburgh, PA)
Port Authority Wood Street Station	-79.9996	40.4422	NA	IPhillyBoy2011	2014	25	6	19	I'm at Port Authority Wood Street Station - (Pittsburgh, PA)
Port Authority Wood Street Station	-79.9996	40.4422	NA	IPhillyBoy2011	2014	33	0	15	I'm at Port Authority Wood Street Station - (Pittsburgh, PA)
Port Authority Wood Street Station	-79.9996	40.4422	NA	kitsu0202	2014	35	2	15	I'm at Port Authority Wood Street Station - (Pittsburgh, PA)
Port Authority Wood Street Station	-79.9996	40.4422	NA	IPhillyBoy2011	2014	37	4	18	I'm at Port Authority Wood Street Station - (Pittsburgh, PA)
Port Authority Wood Street Station	-79.9996	40.4422	NA	philsy28	2014	56	2	21	I'm at Port Authority Wood Street Station - (Pittsburgh, PA)
Port Authority Wood Street Station	-79.9996	40.4422	NA	philsy28	2014	71	3	22	I'm at Port Authority Wood Street Station - (Pittsburgh, PA)
Port Authority Wood Street Station	-79.9996	40.4422	NA	philsy28	2014	86	4	19	I'm at Port Authority Wood Street Station - (Pittsburgh, PA)
Port Authority Wood Street Station	-79.9996	40.4422	NA	philsy28	2014	91	2	20	I'm at Port Authority Wood Street Station - (Pittsburgh, PA)
Port Authority Wood Street Station	-79.9996	40.4422	NA	philsy28	2014	92	3	20	I'm at Port Authority Wood Street Station - (Pittsburgh, PA)
Port Authority Wood Street Station	-79.9996	40.4422	NA	philsy28	2014	95	6	19	I'm at Port Authority Wood Street Station - (Pittsburgh, PA)
Port Authority Wood Street Station	-79.9996	40.4422	NA	philsy28	2014	99	3	20	I'm at Port Authority Wood Street Station - (Pittsburgh, PA)
Port Authority Wood Street Station	-79.9996	40.4422	NA	topherol_	2014	102	6	23	I'm at Port Authority Wood Street Station - (Pittsburgh, PA)
Port Authority Wood Street Station	-79.9996	40.4422	NA	philsy28	2014	104	1	20	I'm at Port Authority Wood Street Station - (Pittsburgh, PA)
Port Authority Wood Street Station	-79.9996	40.4422	NA	philsy28	2014	105	2	18	I'm at Port Authority Wood Street Station - (Pittsburgh, PA)
Port Authority Wood Street Station	-79.9996	40.4422	NA	philsy28	2014	113	3	19	I'm at Port Authority Wood Street Station - (Pittsburgh, PA)
Port Authority Wood Street Station	-79.9996	40.4422	NA	philsy28	2014	122	5	18	I'm at Port Authority Wood Street Station - (Pittsburgh, PA)
Port Authority Wood Street Station	-79.9996	40.4422	NA	philsy28	2014	127	3	21	I'm at Port Authority Wood Street Station - (Pittsburgh, PA)
Port Authority Wood Street Station	-79.9996	40.4422	NA	philsy28	2014	133	2	22	I'm at Port Authority Wood Street Station - (Pittsburgh, PA)
Port Authority Wood Street Station	-79.9996	40.4422	NA	DArkMEATHOOK	2015	204	4	18	I'm at Port Authority Wood Street Station - in Pittsburgh, PA
Twilight Zone	-79.9189	40.3876	NA	MJanu09	2015	262	6	23	Just posted a photo Twilight Zone
Twilight Zone	-79.9189	40.3876	NA	MJanu09	2015	257	1	3	Just posted a photo Twilight Zone
Twilight Zone	-79.9189	40.3876	NA	MJanu09	2015	257	1	4	Just posted a photo Twilight Zone
Twilight Zone	-79.9189	40.3876	NA	MJanu09	2015	260	4	3	Just posted a photo Twilight Zone
Twilight Zone	-79.9189	40.3876	NA	MJanu09	2015	264	1	8	Just posted a photo Twilight Zone
Twilight Zone	-79.9189	40.3876	NA	MJanu09	2015	272	2	5	Just posted a photo Twilight Zone
Twilight Zone	-79.9189	40.3876	NA	MJanu09	2015	274	4	11	Just posted a photo Twilight Zone
Twilight Zone	-79.9189	40.3876	NA	MJanu09	2015	296	5	17	Just posted a photo Twilight Zone
Salon Ivy	-79.9855	40.4288	NA	Lauralynn_	2014	31	5	22	I'm at Salon Ivy (Pittsburgh, PA)
Primanti Bros	-79.9569	40.4418	NA	allisin	2015	285	1	14	Just posted a photo Primanti Bros
S Q U A D	-80.0032	40.4442	NA	Hilla_Rae	2015	143	6	23	Just posted a photo S Q U A D
RCCG Pittsburgh	-79.8806	40.4386	NA	IPhillyBoy2011	2014	54	0	12	I'm at RCCG Pittsburgh (Pittsburgh, PA)
RCCG Pittsburgh	-79.8806	40.4386	NA	IPhillyBoy2011	2014	91	2	20	I'm at RCCG Pittsburgh (Pittsburgh, PA)
Racer	-79.8627	40.3872	NA	reginarenee19	2014	191	4	19	I'm at Racer (West Mifflin, PA)
Bus Stop Penn & Highland	-79.9248	40.4614	NA	IPhillyBoy2011	2014	120	3	1	I'm at Bus Stop Penn &amp; Highland (Pittsburgh, PA)
Bus Stop Penn & Highland	-79.9248	40.4614	NA	IPhillyBoy2011	2014	120	3	22	I'm at Bus Stop Penn &amp; Highland (Pittsburgh, PA)
Bus Stop Penn & Highland	-79.9248	40.4614	NA	IPhillyBoy2011	2014	122	5	15	I'm at Bus Stop Penn &amp; Highland (Pittsburgh, PA)
Bus Stop Penn & Highland	-79.9248	40.4614	NA	IPhillyBoy2011	2014	124	0	17	I'm at Bus Stop Penn &amp; Highland (Pittsburgh, PA)
Bus Stop Penn & Highland	-79.9248	40.4614	NA	IPhillyBoy2011	2014	129	5	5	I'm at Bus Stop Penn &amp; Highland (Pittsburgh, PA)
R. Market	-79.9253	40.4571	NA	PghRunner74	2014	108	5	21	I'm at R. Market (Pittsburgh, PA)
Allegheny Cemetery	-79.9530	40.4727	NA	ShelbyT20	2015	226	5	20	I'm at Allegheny Cemetery in Pittsburgh, PA
The Borough of Carnegie	-80.0924	40.4093	NA	IPhillyBoy2011	2014	134	3	12	I'm at The Borough of Carnegie (Carnegie, PA)
Ice 9 tattoo	-79.9717	40.4282	NA	barbeecain	2015	195	2	0	I'm at Ice 9 tattoo in Pittsburgh, PA
Ice 9 tattoo	-79.9717	40.4282	NA	kristianaaaaaa_	2015	274	4	23	I'm at Ice 9 tattoo in Pittsburgh, PA
Diesel Club Lounge	-79.9826	40.4290	NA	kerryleemay	2014	33	0	2	I'm at Diesel Club Lounge - (Pittsburgh, PA)
Diesel Club Lounge	-79.9826	40.4290	NA	beyonskeez	2014	54	0	4	I'm at Diesel Club Lounge - (Pittsburgh, PA) w/ 2 others
Diesel Club Lounge	-79.9826	40.4290	NA	mikebarbaro	2014	89	0	4	I'm at Diesel Club Lounge - (Pittsburgh, PA)
Diesel Club Lounge	-79.9826	40.4290	NA	beyonskeez	2014	95	6	5	I'm at Diesel Club Lounge - (Pittsburgh, PA)
Diesel Club Lounge	-79.9826	40.4290	NA	beyonskeez	2014	124	0	4	I'm at Diesel Club Lounge - (Pittsburgh, PA)
Diesel Club Lounge	-79.9826	40.4290	NA	amolkold	2015	11	0	4	I'm at Diesel Club Lounge - in Pittsburgh, PA
Diesel Club Lounge	-79.9826	40.4290	NA	ChristiKusic	2015	73	6	21	I'm at Diesel Club Lounge - in Pittsburgh, PA
Diesel Club Lounge	-79.9826	40.4290	NA	BlaqLiner	2015	81	0	2	I'm at Diesel Club Lounge - in Pittsburgh, PA
Diesel Club Lounge	-79.9826	40.4290	NA	CROLIVIN	2015	122	6	4	I'm at Diesel Club Lounge - in Pittsburgh, PA
Diesel Club Lounge	-79.9826	40.4290	NA	chadkesich	2015	235	0	1	I'm at Diesel Club Lounge - in Pittsburgh, PA
Diesel Club Lounge	-79.9826	40.4290	NA	Thea_Mae	2015	236	1	23	I'm at Diesel Club Lounge - in Pittsburgh, PA
Diesel Club Lounge	-79.9826	40.4290	NA	Thea_Mae	2015	248	6	0	I'm at Diesel Club Lounge - in Pittsburgh, PA
Extended Stay America Hotel	-80.0886	40.4174	NA	Neef_Muslim1st	2015	98	3	1	Just posted a photo Extended Stay America Hotel
Ibiza Wine and Tapas Restaurant	-79.9735	40.4281	NA	JohnnyStLethal	2015	25	0	5	Just posted a photo Ibiza Wine and Tapas Restaurant
Food	-79.9503	40.4490	NA	be_betterring	2015	16	5	18	I'm at Food for Thought Deli in Pittsburgh, PA
In The Kitchen	-79.9855	40.4502	NA	clwatt3	2014	214	6	17	I'm at In The Kitchen in Pittsburgh, PA
The Pointe	-80.0104	40.4415	NA	JoshCalvetti	2015	268	5	21	Just posted a photo The Pointe
Carmi Family Restaurant	-80.0172	40.4518	NA	classy412	2015	272	2	17	Just posted a photo Carmi Family Restaurant
Bus Stop At Stanwix & 4th Ave	-80.0045	40.4403	NA	tturner122	2014	287	2	18	I'm at Bus Stop At Stanwix &amp; 4th Ave in Pittsburgh, PA
Schenley Park Disc Golf Course	-79.9457	40.4308	NA	PensBoozeAnger	2014	242	6	22	I'm at Schenley Park Disc Golf Course in Pittsburgh, PA
Coffee Tree Roasters	-79.9329	40.4515	NA	J_Anthony_	2014	133	2	3	I'm at Coffee Tree Roasters (Pittsburgh, PA)
Coffee Tree Roasters	-79.9329	40.4515	NA	J_Anthony_	2014	134	3	2	I'm at Coffee Tree Roasters (Pittsburgh, PA)
Coffee Tree Roasters	-79.9329	40.4515	NA	IPhillyBoy2011	2014	140	2	13	I'm at Coffee Tree Roasters (Pittsburgh, PA)
Coffee Tree Roasters	-79.9329	40.4515	NA	gurujonah	2014	155	3	20	I'm at Coffee Tree Roasters (Pittsburgh, PA)
Coffee Tree Roasters	-79.9329	40.4515	NA	BlaqLiner	2015	78	4	18	I'm at Coffee Tree Roasters in Pittsburgh, PA
Coffee Tree Roasters	-79.9329	40.4515	NA	SunStarrMEdia	2015	242	0	19	I'm at Coffee Tree Roasters in Pittsburgh, PA
Eastern Area Wilkinsburg Station	-79.8734	40.4446	NA	Engine195truck	2014	39	6	4	I'm at Eastern Area Wilkinsburg Station (Wilkinsburg, PA)
Eastern Area Wilkinsburg Station	-79.8734	40.4446	NA	jkrah	2014	143	5	21	I'm at Eastern Area Wilkinsburg Station (Wilkinsburg, PA)
toolshed 2	-79.9808	40.4275	NA	STJtoNStoNW	2014	72	4	22	I'm at toolshed 2 (Pittsburgh, PA)
The Mintt	-80.0426	40.4012	NA	otimemore	2014	82	0	21	I'm at The Mintt (Pittsburgh, PA) w/ 2 others
The Mintt	-80.0426	40.4012	NA	jmoneyfaust	2014	107	4	22	I'm at The Mintt (Pittsburgh, PA)
The Mintt	-80.0426	40.4012	NA	ljrain	2014	141	3	16	I'm at The Mintt (Pittsburgh, PA)
The Mintt	-80.0426	40.4012	NA	IPhillyBoy2011	2014	147	2	1	I'm at The Mintt (Pittsburgh, PA)
Jacqueline's Salon	-79.9972	40.4383	NA	khowz2018	2015	276	6	17	I'm at Jacqueline's Salon in Pittsburgh, PA
Smoke BBQ Tacos	-79.9607	40.4698	NA	XTREMELYSERIOUS	2015	59	6	18	I'm at Smoke BBQ Tacos in Pittsburgh, PA
UPMC Eye Center	-79.9610	40.4418	NA	RCTheFox	2015	119	3	14	I'm at UPMC Eye Center - Eye &amp; Ear Institute in Pittsburgh, PA
Giovanni's Pizza & Pasta	-80.0380	40.3922	NA	larrywshields	2014	80	5	23	I'm at Giovanni's Pizza &amp; Pasta - w/
Giovanni's Pizza & Pasta	-80.0380	40.3922	NA	chernysh	2014	102	6	21	I'm at Giovanni's Pizza &amp; Pasta - (Pittsburgh, PA)
Giovanni's Pizza & Pasta	-80.0380	40.3922	NA	12thmanTim	2014	200	6	23	I'm at Giovanni's Pizza &amp; Pasta - (Pittsburgh, PA)
Roberto Clemente Museum	-79.9676	40.4624	NA	27imokemp	2014	200	6	20	I'm at Roberto Clemente Museum (Pittsburgh, PA) w/ 3 others
China Buffet King	-80.0528	40.4283	NA	brexx_nirpaw	2014	115	5	19	I'm at China Buffet King (Pittsburgh, PA)
China Buffet King	-80.0528	40.4283	NA	J_Anthony_	2014	129	5	17	I'm at China Buffet King (Pittsburgh, PA)
China Buffet King	-80.0528	40.4283	NA	IPhillyBoy2011	2014	147	2	0	I'm at China Buffet King (Pittsburgh, PA)
Thai Cottage	-79.8938	40.4325	NA	joncmu	2014	185	5	15	I'm at Thai Cottage (Pittsburgh, PA)
Software Engineering Institute at BkSq	-79.9160	40.4567	NA	RandPitt	2014	98	2	12	I'm at Software Engineering Institute at BkSq (Pittsburgh, PA)
Duquesne University Tamburitzans	-79.9814	40.4360	NA	kstolar3	2015	273	3	20	Just posted a photo Duquesne University Tamburitzans
Element Church	-79.9749	40.4810	NA	prsrant	2014	26	0	15	Just posted a photo Element Church
Courtyard by Marriott Pittsburgh Shadyside	-79.9395	40.4559	NA	FennerSells	2014	77	2	1	I'm at Courtyard by Marriott Pittsburgh Shadyside (Pittsburgh, PA)
Courtyard by Marriott Pittsburgh Shadyside	-79.9395	40.4559	NA	FennerSells	2014	78	3	1	I'm at Courtyard by Marriott Pittsburgh Shadyside (Pittsburgh, PA)
Courtyard by Marriott Pittsburgh Shadyside	-79.9395	40.4559	NA	brady63	2014	185	5	4	I'm at Courtyard by Marriott Pittsburgh Shadyside (Pittsburgh, PA)
Courtyard by Marriott Pittsburgh Shadyside	-79.9395	40.4559	NA	itskimbojangles	2015	243	1	1	I'm at Courtyard by Marriott Pittsburgh Shadyside in Pittsburgh, PA
Suds & Subs	-80.0616	40.4657	NA	IPhillyBoy2011	2014	147	2	1	I'm at Suds &amp; Subs (Mc Kees Rocks, PA)
Pipeline Coaster	-79.8737	40.3960	NA	IPhillyBoy2011	2014	27	1	3	I'm at Pipeline Coaster (Duquesne, PA)
Pipeline Coaster	-79.8737	40.3960	NA	IPhillyBoy2011	2014	119	2	14	I'm at Pipeline Coaster (Duquesne, PA)
Joe's Rusty Nail	-80.0574	40.4965	NA	gelaterrano	2014	62	1	16	I'm at Joe's Rusty Nail (Bellevue, PA)
Joe's Rusty Nail	-80.0574	40.4965	NA	IPhillyBoy2011	2014	156	4	12	I'm at Joe's Rusty Nail (Bellevue, PA)
St. Thrse of Lisieux Parish	-79.9019	40.3873	NA	Kneal46	2014	175	2	14	I'm at St. Thrse of Lisieux Parish (Munhall, PA)
Fat Head's Saloon	-79.9801	40.4290	NA	SeanieDrums	2015	37	5	20	Just posted a photo Fat Head's Saloon
Bangal Kabab House & Restaurant	-79.9554	40.4392	NA	R_Aravindhan	2015	304	6	23	I'm at Bangal Kabab House &amp; Restaurant in Pittsburgh, PA
The In-laws	-80.0703	40.3949	NA	ficmacdady	2014	79	4	23	I'm at The In-laws (Pittsburgh, PA)
The In-laws	-80.0703	40.3949	NA	ficmacdady	2014	110	0	20	I'm at The In-laws (Pittsburgh, PA)
Angkor Cambodian & Thai Cuisine	-80.0560	40.4266	NA	IPhillyBoy2011	2014	147	2	0	I'm at Angkor Cambodian &amp; Thai Cuisine (Pittsburgh, PA)
new covenant community church	-79.9068	40.4075	NA	IPhillyBoy2011	2014	40	0	16	I'm at new covenant community church (Homestead, PA) w/ 2 others
new covenant community church	-79.9068	40.4075	NA	IPhillyBoy2011	2014	66	5	17	I'm at new covenant community church (Homestead, PA)
new covenant community church	-79.9068	40.4075	NA	IPhillyBoy2011	2014	66	5	17	I'm at new covenant community church (Homestead, PA)
new covenant community church	-79.9068	40.4075	NA	IPhillyBoy2011	2014	66	5	17	I'm at new covenant community church (Homestead, PA)
new covenant community church	-79.9068	40.4075	NA	IPhillyBoy2011	2014	73	5	15	I'm at new covenant community church (Homestead, PA)
Arsenal Bowl	-79.9596	40.4711	NA	churchjames	2015	201	1	0	Just posted a photo Arsenal Bowl
Comcast	-80.0453	40.4512	NA	jasondensmore	2015	201	1	19	Just posted a photo Comcast
Pittsburgh International Children's Festival	-79.9519	40.4426	NA	badley_bratt	2014	136	5	17	Just posted a photo Pittsburgh International Children's Festival
Thunderbird Cafe	-79.9617	40.4693	NA	jmallspgh	2015	73	6	4	Just posted a photo Thunderbird Cafe
The Mac and Gold Truck	-79.8922	40.4380	NA	BurghJacks	2015	37	5	17	I'm at The Mac and Gold Truck in Pittsburgh, PA
Maxon Towers	-79.9185	40.4383	NA	alexinpitt	2014	72	4	20	I'm at Maxon Towers (Pittsburgh, PA)
Tipsy Cow	-79.9314	40.4557	NA	ShelbyT20	2015	145	1	2	I'm at Tipsy Cow in Pittsburgh, PA w/
Tipsy Cow	-79.9314	40.4557	NA	zahidavi	2015	237	2	1	I'm at Tipsy Cow in Pittsburgh, PA
Tipsy Cow	-79.9314	40.4557	NA	alk1976	2015	248	6	20	I'm at Tipsy Cow in Pittsburgh, PA
Exxon	-80.0252	40.4669	NA	mcgregor24	2014	282	4	10	I'm at Exxon in Pittsburgh, PA
Littles Shoes	-79.9210	40.4380	NA	rockinet7	2015	241	6	17	I'm at Littles Shoes in Pittsburgh, PA
Mallorca	-79.9734	40.4282	NA	Gen_evie_ve	2014	137	6	0	I'm at Mallorca (Pittsburgh, PA)
Cricket Wireless	-80.0580	40.4648	NA	djkurve	2014	59	5	21	I'm at Cricket Wireless (Mckees Rocks, PA)
Citgo	-79.8739	40.4372	NA	IPhillyBoy2011	2014	91	2	20	I'm at Citgo (Allegheny, PA)
Club Zoo	-79.9874	40.4498	NA	RachelSmitthh	2014	79	4	2	I'm at Club Zoo for Juicy J, Travis Scott and Project Pat (Pittsburgh, PA) w/ 5 others
Club Zoo	-79.9874	40.4498	NA	brutalfrogz	2014	87	5	21	I'm at Club Zoo for Asking Alexandria, August Burns Red, We Came As Romans, Crown the Empire and 1 more
Club Zoo	-79.9874	40.4498	NA	MaloneyTravis	2014	87	5	23	I'm at Club Zoo (Pittsburgh, PA) w/ 3 others
Club Zoo	-79.9874	40.4498	NA	bdarby402	2014	110	0	5	I'm at Club Zoo (Pittsburgh, PA)
Club Zoo	-79.9874	40.4498	NA	IPhillyBoy2011	2014	135	4	12	I'm at Club Zoo (Pittsburgh, PA)
Club Zoo	-79.9874	40.4498	NA	IPhillyBoy2011	2014	135	4	12	I'm at Club Zoo (Pittsburgh, PA)
East End Brewing Company	-79.9115	40.4589	NA	waterforamerica	2014	32	6	21	I'm at East End Brewing Company (Pittsburgh, PA) w/ 2 others
East End Brewing Company	-79.9115	40.4589	NA	rspberryeggplnt	2014	143	5	20	I'm at East End Brewing Company (Pittsburgh, PA)
East End Brewing Company	-79.9115	40.4589	NA	BurghBeerGuy	2014	148	3	19	I'm at East End Brewing Company (Pittsburgh, PA)
East End Brewing Company	-79.9115	40.4589	NA	sosarahsays	2014	172	6	20	I'm at East End Brewing Company (Pittsburgh, PA)
East End Brewing Company	-79.9115	40.4589	NA	nerdburgher	2014	221	6	20	I'm at East End Brewing Company in Pittsburgh, PA
East End Brewing Company	-79.9115	40.4589	NA	AndrewZiegler31	2015	24	6	21	I'm at East End Brewing Company in Pittsburgh, PA
East End Brewing Company	-79.9115	40.4589	NA	melange396	2015	136	6	17	I'm at East End Brewing Company in Pittsburgh, PA
Rise And Shine	-79.8994	40.4043	NA	LanceWoolheater	2014	312	6	16	I'm at Rise And Shine in Munhall, Pa
Gesling Stadium	-79.9403	40.4432	NA	joncmu	2014	33	0	18	I'm at Gesling Stadium (Pittsburgh, PA)
Gesling Stadium	-79.9403	40.4432	NA	joncmu	2014	172	6	19	I'm at Gesling Stadium (Pittsburgh, PA)
