venue	lon	lat	checkin_n	user_n	doy_mode	dow_mode	hour_mode	senti_avg
Matteo's	-79.9652	40.4659	4	2	2014	198	4	0.000
arts and styles studio	-79.9452	40.4956	4	1	2014	142	2	0.000
A.J. Palumbo Center	-79.9880	40.4376	4	3	2014	90	1	0.000
Parts_1	-79.9184	40.4023	4	2	2014	158	0	0.000
Raging Rapids	-79.8642	40.3888	4	2	2014	156	3	-0.345
Pamela's P&G Diner_1	-79.9744	40.4816	4	3	2014	75	0	0.000
31st Street Pub	-79.9713	40.4599	4	2	2014	54	0	0.000
Wood Street Bus Stop	-79.9999	40.4417	4	2	2014	52	5	-0.239
Tenpenny	-79.9957	40.4442	4	2	2014	52	5	0.000
3rd St. Gallery	-80.0904	40.4039	4	1	2015	191	5	0.000
Pittsburg Plunge	-79.8670	40.3889	4	2	2015	205	5	0.000
Potomac Bakery	-80.0346	40.3955	4	2	2014	147	2	0.000
Bus Stop At Stanwix & 4th Ave	-80.0045	40.4403	4	1	2014	287	2	-0.167
32 engine and truck	-79.9986	40.4742	4	1	2014	116	6	0.000
Ritter's Diner	-79.9412	40.4564	4	3	2014	89	0	0.000
Cold Stone Creamery	-79.9230	40.4380	4	3	2014	88	1	0.000
Chartiers Country Club	-80.0934	40.4347	4	1	2014	150	5	0.000
US Post Office_2	-79.9231	40.4367	4	2	2014	97	1	0.000
Space Art Gallery	-79.9984	40.4428	4	2	2014	24	5	0.000
Priory Fine Pastries	-79.9998	40.4538	4	2	2014	78	3	0.231
Bravo Franco Ristorante	-80.0018	40.4428	4	1	2015	185	6	0.000
Heinz Memorial Chapel	-79.9520	40.4452	3	3	2014	109	6	0.000
Clark Bar & Grill	-80.0085	40.4488	3	2	2015	238	3	0.000
Tri Boro FCU	-79.9022	40.4089	3	1	2014	246	3	0.000
Western Pennsylvania Humane Society	-80.0201	40.4509	3	1	2014	240	4	0.000
Allegheny Center Mall	-80.0063	40.4509	3	2	2014	246	3	0.000
Community life	-79.8892	40.4452	3	1	2014	90	1	0.000
LANtek CS	-80.0806	40.4110	3	1	2014	134	3	0.000
Bakery Beach_1	-79.9159	40.4578	3	1	2014	122	5	0.000
Dick's Sporting Goods Pittsburgh Marathon	-80.0021	40.4418	3	3	2014	124	0	0.000
Allegheny Chesapeake Physical Therapy Eastside Office	-79.9309	40.4590	3	1	2014	226	4	0.000
Aetna Training Hell	-80.0816	40.4096	3	1	2014	134	3	-0.434
Allegheny Center Alliance Church	-80.0035	40.4535	3	3	2014	68	0	0.000
The Aquarium	-79.9176	40.4831	3	1	2015	144	0	0.000
Woltz and Wind Ford	-80.0937	40.3858	3	1	2014	43	3	0.000
Summerset at Frick Park	-79.9175	40.4195	3	1	2014	129	5	0.000
Kavsar	-80.0074	40.4288	3	3	2015	79	6	0.000
ACE 2431	-79.9151	40.4109	3	1	2014	80	5	0.000
Pavement	-79.9649	40.4663	3	1	2014	122	5	0.000
YMCA	-80.0091	40.4543	3	1	2015	193	0	0.000
Pittsburgh Steak Company	-79.9781	40.4286	3	3	2014	66	4	0.000
Jack's Diner	-79.9093	40.4078	3	1	2014	101	5	0.000
Bloomfield Estate	-79.9473	40.4649	3	1	2014	142	4	0.000
Duquesne Club	-79.9987	40.4419	3	3	2014	102	1	0.000
Reyna Foods	-79.9834	40.4516	3	2	2014	122	5	0.000
Shop 'n Save_4	-80.0930	40.3876	3	1	2015	49	3	0.314
Forbes Gyro	-79.9570	40.4415	3	1	2015	284	0	0.000
Crazy Mocha_5	-80.0067	40.4557	3	2	2014	200	6	-0.345
Gandy Dancer Saloon	-80.0037	40.4333	3	3	2015	119	3	0.000
Andrews Industrial Controls	-80.0842	40.4164	3	1	2014	134	3	0.000
Kassab's Restaurant	-79.9860	40.4288	3	2	2014	39	6	0.000
Wendy's	-79.9376	40.4570	3	2	2015	49	3	0.000
Three Rivers Rowing Association_1	-79.9758	40.4667	3	1	2014	85	3	0.000
Shop 'n Save_5	-79.8729	40.3656	3	1	2014	27	1	0.314
Core Lab	-79.9930	40.4612	3	1	2014	135	4	0.000
Bangal Kabab House & Restaurant	-79.9552	40.4393	3	2	2015	155	4	0.000
WESA Radio	-79.9867	40.4299	3	1	2015	152	1	0.000
The Hill District	-79.9768	40.4448	3	2	2014	214	6	0.000
Post Office	-79.9439	40.4079	3	1	2014	160	1	0.000
East End Brewing Co	-79.9806	40.4536	3	2	2014	65	4	0.000
The Grant Street Tavern	-79.9979	40.4376	3	1	2015	37	5	0.238
Eat & Park_1	-79.9134	40.4110	3	1	2015	67	0	0.000
Adultmart_2	-80.0082	40.5061	3	2	2014	81	5	0.000
Margaret's Fine Imports	-79.9202	40.4380	3	1	2014	36	3	0.231
Napa Auto Parts	-80.0816	40.4110	3	1	2014	134	3	0.000
J/J Land Company	-79.9327	40.4587	3	1	2014	245	2	0.348
Novak, Berkowitz And Rosenberg	-79.9385	40.4545	3	1	2014	90	1	0.000
Clarion River Organics	-79.9807	40.4535	3	1	2014	242	6	0.000
Mullaney's Harp & Fiddle Irish Pub	-79.9810	40.4533	3	3	2014	73	6	0.000
Nicks Pizza	-80.0348	40.3693	3	1	2015	251	2	0.000
J & J's Family Restaurant & Catering	-80.0072	40.4295	3	2	2014	54	0	0.000
Murray Avenue Kosher	-79.9229	40.4355	3	2	2014	88	1	0.000
19L	-79.9964	40.4394	3	1	2014	51	4	0.000
One on One Personal Training and Fitness	-79.9767	40.4560	3	1	2015	86	5	0.160
PAT East Liberty Garage	-79.9119	40.4575	3	1	2014	41	1	0.327
Sharp Edge Beer Emporium	-79.9307	40.4601	3	2	2014	73	1	0.000
Eden	-79.9347	40.4511	3	2	2014	132	1	0.000
U-Haul	-79.9068	40.4649	3	1	2014	307	1	0.000
Wave Swinger	-79.8669	40.3883	3	2	2014	242	6	0.000
Jackman Inn	-80.0615	40.4955	3	1	2015	278	1	0.000
Hot Franks	-79.9772	40.4560	3	1	2014	34	1	0.000
Redbox_2	-80.0825	40.4101	3	1	2014	134	3	0.000
Gorilla Lawyer	-80.0805	40.4130	3	1	2014	335	1	0.000
Martin Luther King Jr. East Busway	-79.8886	40.4470	3	1	2014	54	0	0.000
UPMC Mercy_1	-79.9853	40.4365	3	1	2015	152	1	0.294
GasAmerica	-79.9274	40.4194	3	1	2014	67	6	0.000
Schenley Park Caf and Visitor Center	-79.9466	40.4384	3	2	2015	145	1	0.000
Engel Home	-79.9920	40.4588	3	1	2014	28	2	0.000
everest ethnic restaurant	-79.9840	40.3678	3	1	2014	126	2	0.000
Red Robin Gourmet Burgers	-79.9168	40.4099	3	2	2015	291	0	0.000
Real McCoy's	-79.9852	40.4288	3	2	2014	87	5	0.000
Sapling Press	-79.9655	40.4647	3	1	2014	197	3	0.000
CBS Radio Pittsburgh	-80.0607	40.4220	3	1	2015	75	1	0.000
Munhall, PA	-79.8999	40.3922	3	2	2014	96	4	0.000
Software Engineering Institute at BkSq	-79.9163	40.4570	3	1	2014	77	2	0.000
Wilkinsburg Station	-79.8884	40.4468	3	2	2014	54	0	0.000
Washington's Landing's Head	-79.9743	40.4699	3	1	2014	197	3	0.000
Bradish Street Pinball Parlor	-79.9871	40.4272	3	2	2014	123	6	0.000
PNC Firstside Center	-79.9976	40.4359	3	2	2014	49	2	0.000
Popeye's	-79.9773	40.4303	3	2	2014	138	0	0.000
Carnival Beverage	-79.8724	40.3682	3	1	2014	48	1	0.000
9th Ward	-79.9551	40.4689	3	1	2014	45	5	0.000
Rte 28 Heinz Building	-79.9898	40.4563	3	1	2014	47	0	0.000
St. Ann Hall	-79.9875	40.4361	3	1	2015	77	3	0.000
Aladdin's Eatery_1	-79.8882	40.4879	3	1	2015	154	3	0.000
Dads Grave	-79.9004	40.3956	3	1	2015	25	0	-0.302
LaundryMat	-79.8711	40.3656	3	1	2014	32	6	0.000
Dubby's Diner	-79.8887	40.4539	3	1	2015	235	0	0.000
Save-Mor Beer & Pop	-79.9254	40.4166	3	3	2014	34	1	0.000
Pittsburgh Grille	-79.9949	40.4417	3	1	2014	200	6	0.000
Grove	-80.0396	40.5011	3	1	2015	193	0	0.000
Strassburger, McKenna, Gutnick, & Gefsky Law	-80.0041	40.4406	3	1	2014	63	2	0.000
Station Square Tunnel	-80.0060	40.4389	3	1	2014	338	4	0.000
Nina And The Pinta	-80.0118	40.4459	3	1	2015	282	5	0.000
Salvatore's Pizza House	-79.8856	40.4438	3	1	2014	54	0	0.000
Allegro Hearth Bakery	-79.9231	40.4337	3	1	2014	97	1	0.000
New Horizons Computer Learning Center of Pittsburgh	-80.0400	40.4272	3	2	2014	97	1	0.000
Legends of the North Shore	-80.0016	40.4565	3	1	2015	52	6	0.000
Archie's	-79.9717	40.4282	3	3	2014	64	0	0.000
Thornburg_1	-80.0823	40.4345	3	1	2014	188	1	0.000
Monview Heights	-79.8826	40.3980	3	2	2014	27	1	0.000
Theater_2	-80.0048	40.4530	3	2	2014	116	6	0.000
Mr. Rogers Memorial	-80.0139	40.4449	3	1	2014	167	1	0.000
Big Lots	-79.9007	40.4098	3	1	2014	179	6	0.000
Residence On Fifth	-79.9470	40.4471	3	2	2014	36	3	0.000
Maximum Flavor Pizza Shop	-79.9487	40.4446	3	1	2015	13	2	0.000
El Toro Loco	-79.9693	40.4277	3	3	2014	89	0	0.000
Yetter's Candies	-79.9739	40.4805	3	1	2014	199	5	0.000
Pop-Up	-79.9966	40.4417	3	1	2014	98	2	0.000
Residences at Piatt place	-79.9994	40.4409	3	1	2015	74	0	0.000
Aldi_2	-80.0150	40.3838	3	1	2014	134	3	0.000
Wilkinsburg Public Library	-79.8857	40.4428	3	1	2014	142	4	0.000
Kiku	-80.0059	40.4338	3	2	2014	149	4	0.000
Bell Avenue Station	-80.0828	40.4155	3	1	2014	134	3	0.000
Kabob-G Grill	-80.0257	40.3655	3	2	2014	52	6	0.000
Pittsburgh Mcknight Road	-80.0102	40.5044	3	1	2014	335	1	0.000
Smithfield Street Bridge	-80.0021	40.4349	3	2	2014	28	2	0.000
Somewhere	-79.9685	40.4265	3	1	2014	9	2	-0.302
Raya's Pizzeria	-80.0826	40.4104	3	1	2014	134	3	0.000
iSchool Collaboration Space	-79.9527	40.4474	3	1	2015	100	5	0.000
New Dumpling House	-79.9231	40.4326	3	2	2015	242	0	0.174
City Theatre	-79.9849	40.4294	3	1	2014	24	4	0.000
BP_1	-79.9589	40.4028	3	2	2014	192	5	0.000
Mike and Tony's Gyros	-79.9967	40.4430	3	1	2014	127	3	0.000
BP_3	-80.0829	40.4101	3	1	2014	62	1	0.000
at the ' ONE HOUSE	-79.9097	40.4065	3	1	2014	40	0	0.000
Sushi Kim	-79.9915	40.4463	3	1	2015	191	5	0.000
Mt. Troy Fire Station	-79.9824	40.4743	3	1	2014	88	6	-0.255
Parkway West Greentree Exit	-80.0479	40.4208	3	1	2014	352	4	0.000
Giant Eagle Supermarket_5	-80.0358	40.4230	3	2	2015	292	1	0.000
Noah's Ark	-79.8654	40.3880	3	1	2014	242	6	0.000
Strip District Meats	-79.9828	40.4521	3	2	2015	170	5	0.000
Phantoms Of The Attic	-80.0554	40.4271	3	1	2015	54	1	0.000
Foster Plaza Building 7	-80.0626	40.4214	3	1	2015	155	4	0.000
South Side Riverfront Park	-79.9755	40.4321	3	2	2014	138	0	0.000
Herron Ave Busway Bridge	-79.9665	40.4595	3	1	2014	115	5	0.000
Pittsburgh Toy Lending Library	-79.9375	40.4565	3	1	2014	184	4	0.000
Zano's Pub House	-79.9500	40.4266	3	2	2015	33	1	0.000
Slice on Broadway_2	-80.0865	40.4076	3	1	2014	233	4	0.000
Gaby Et Jules Patisseries et Macarons	-79.9216	40.4381	3	3	2014	171	0	0.000
The Neighborhood Flea	-79.9817	40.4532	3	3	2015	284	0	0.000
Mind Cure Records	-79.9660	40.4575	3	1	2014	243	0	0.000
Extended StayAmerica Pittsburgh-Carnegie	-80.0885	40.4174	3	1	2014	203	2	0.000
Art of Steel	-79.9826	40.4522	3	2	2014	103	0	0.000
Ohio River	-80.0260	40.4486	3	1	2014	124	0	0.000
Retro On 8th	-79.9102	40.4074	3	1	2014	40	0	0.000
Five Guys Burgers And Fries	-80.0030	40.4402	3	1	2014	186	6	0.000
Redbox_4	-79.8703	40.3652	3	1	2014	27	1	0.000
Black Forge Coffee	-79.9921	40.4215	3	1	2015	239	4	0.000
AT&T_2	-79.9963	40.4402	3	1	2014	132	1	0.000
Ephesus Pizza_2	-80.0001	40.4391	3	1	2014	59	5	0.000
Mike's Bar	-79.9440	40.4976	3	1	2015	279	2	0.000
Colangelo's	-79.9830	40.4516	3	2	2014	70	2	0.000
Cock Pit	-79.9596	40.4381	3	1	2014	100	4	-0.348
BarBell	-80.0550	40.3852	3	1	2014	82	0	0.000
GetGo_3	-80.0844	40.3967	3	1	2014	55	1	0.000
The Mall	-79.9450	40.4420	3	1	2014	31	1	0.000
Arby's	-79.9987	40.4427	3	1	2015	192	6	0.000
Anthonys Pizza	-79.9736	40.4803	3	1	2014	97	1	0.000
Nancy Mosser Casting Agency	-79.9656	40.4652	3	1	2014	29	3	0.000
Muffler Masters	-79.9235	40.4947	3	1	2014	107	4	0.000
Donato's	-79.8830	40.4883	3	2	2015	75	1	0.000
Pizza Company	-79.9677	40.3857	3	1	2015	193	0	0.000
Beers of the Burgh Winter Warmet	-79.9660	40.4717	3	1	2014	312	6	0.000
Rivers Club	-79.9993	40.4381	3	1	2014	106	3	0.000
Cefalo's Banquet & Event Center	-80.0840	40.4081	3	1	2014	26	0	0.000
Jean-Marc Chatellier French Bakery	-79.9745	40.4811	3	1	2014	151	6	0.000
Cafe Delhi_1	-80.0812	40.4097	3	1	2014	134	3	0.000
David L. Lawrence Convention Center Water Pathway	-79.9956	40.4444	3	1	2015	193	0	0.000
City Of Pittsburgh Bureau Of Police Zone 5	-79.9084	40.4744	3	1	2014	94	5	0.000
Emil's Lounge	-79.8803	40.4133	3	2	2014	81	6	0.000
Panhandle Trail Sunnyside	-80.0951	40.4025	3	1	2014	102	6	0.000
China Taste Restaurant	-79.9983	40.4541	3	2	2014	81	4	0.000
La Gondola	-80.0023	40.4402	3	1	2015	289	5	0.000
CVS_1	-79.9862	40.4394	3	2	2014	94	5	0.000
Slacker	-79.9845	40.4288	3	2	2014	42	2	0.000
Atlius	-80.0140	40.4384	3	1	2015	34	2	0.000
Root 174	-79.8938	40.4325	3	3	2014	25	6	0.000
Wilkinsburg, PA	-79.8777	40.4413	3	3	2014	38	5	0.000
Covenant Fellowship Reformed Presbyterian	-79.8759	40.4439	3	1	2015	4	0	0.000
Tom's Diner	-80.0352	40.3943	3	1	2015	152	1	0.000
Carmi Family Restaurant	-80.0173	40.4517	3	1	2015	192	6	0.000
NPC Active Wear	-80.0859	40.4078	3	1	2014	349	1	0.278
Frick Park	-79.9060	40.4315	3	3	2015	155	4	0.000
GENCO Marketplace HQ	-79.8684	40.4863	3	1	2014	38	5	0.000
Super Playground	-79.9182	40.4806	3	1	2015	293	2	0.394
Joe P's Pimpin' House	-79.9584	40.4356	3	2	2015	239	4	0.000
Herr's Island	-79.9769	40.4647	3	1	2014	37	4	0.000
Market On Broadway IGA	-80.0248	40.4103	3	1	2015	146	2	0.000
Esther's Hobby Shop	-79.9745	40.4814	3	1	2014	130	6	0.000
Crouse's Beer Distributor	-80.0597	40.3913	3	1	2015	184	5	0.000
Duquesne Bridge	-79.8637	40.3797	3	1	2015	290	6	0.000
The Loft	-79.8935	40.4320	3	2	2015	181	2	0.000
Johnny Rockets	-79.8643	40.3872	3	1	2014	225	3	0.000
Bus Stop at Murray & Phillips	-79.9232	40.4323	3	1	2014	32	1	-0.196
Bellefield Towers	-79.9520	40.4472	3	2	2014	56	1	0.000
Razzy Fresh_1	-79.9583	40.4405	3	2	2015	157	6	0.290
Maroney's Foreign Cars And Parts	-80.0803	40.4103	3	1	2014	134	3	0.000
Friday Rd Park	-79.9689	40.4855	3	1	2014	144	6	0.000
Kids Plus Pediatrics	-79.9382	40.4273	3	1	2014	99	3	0.000
Easy Street	-79.9980	40.4379	3	2	2015	155	4	0.340
The Pump House	-79.8975	40.4131	3	1	2014	141	3	0.000
Waffallonia_2	-79.9229	40.4377	3	1	2015	74	0	0.000
BYS Yoga	-79.9870	40.4287	3	1	2014	354	6	0.000
McNeilly Station	-80.0047	40.3776	3	1	2014	137	6	0.000
Asia Tea House	-79.9529	40.4427	3	3	2014	91	0	0.000
Mahoneys	-79.9962	40.4432	3	1	2015	8	4	0.000
Zzzzzzzzzz's Laying my head down	-79.9025	40.4005	3	1	2015	19	1	0.000
Roberto Clemente Statue	-80.0040	40.4468	3	2	2015	219	5	0.000
Milk Man Brewing	-79.9794	40.4543	3	1	2015	4	0	0.000
Harris Theater	-79.9985	40.4426	3	2	2014	135	4	0.000
Dutchess	-80.0075	40.4371	3	1	2014	90	1	0.000
Mervis Hall	-79.9530	40.4405	3	1	2015	194	1	0.000
Federal North Medical Office Building	-80.0074	40.4568	3	1	2014	48	1	0.000
The Bagel Factory_2	-79.9200	40.4382	3	2	2014	53	6	0.000
Kawaii Gifts	-79.9348	40.4509	3	2	2015	78	4	0.000
Pride_1	-79.9770	40.4548	3	1	2014	166	0	0.211
Cj Chugs	-79.9706	40.3946	3	1	2015	144	0	0.000
Cafe Delhi_2	-80.0873	40.4081	3	1	2014	147	2	0.000
City Of Asylum	-80.0112	40.4571	3	1	2015	282	5	0.000
Cellone's	-80.0789	40.4241	3	1	2015	21	3	0.000
Homewood	-79.8910	40.4546	3	1	2014	293	1	0.000
Salt of the Earth	-79.9315	40.4638	3	2	2015	197	4	0.000
Pipeline Coaster_1	-79.8737	40.3960	3	1	2014	119	2	0.000
Five Points Artisan Bakeshop	-79.9177	40.4443	3	1	2015	38	6	0.000
allegheny ophthalmic and orbital associates	-80.0029	40.4565	3	1	2014	108	5	0.000
Mt. Lebanon Tennis Center	-80.0557	40.3762	3	1	2014	137	6	0.000
Pageboy Salon And Boutique	-79.9651	40.4658	3	1	2014	73	5	0.000
First Avenue Garage	-79.9965	40.4355	3	1	2014	334	0	0.000
Sammys Pizza	-80.0532	40.4301	3	1	2014	147	2	0.000
Spring Hill	-79.9930	40.4614	3	1	2014	248	5	0.000
Corner Cafe	-79.9840	40.4219	3	2	2014	81	6	0.000
A Sweet Boutique	-79.9661	40.4643	3	1	2014	67	6	0.375
St. James Catholic Church	-79.8851	40.4407	3	2	2014	47	0	0.000
Cafe Niko's	-80.0075	40.4304	3	2	2015	183	4	0.000
Willie Stargell Statue	-80.0040	40.4476	3	2	2014	145	0	0.000
Pittsburgh Pride Car Wash	-79.9457	40.4254	3	1	2015	197	4	0.231
Grown & Sexy 2	-79.9791	40.4543	3	1	2014	327	0	0.327
Marcus and Hays Dentist	-79.9398	40.4268	3	1	2015	54	1	0.000
PennDOT Photo & Exam Center	-79.9967	40.4429	3	1	2015	41	2	0.000
Gus & Yiayia's	-80.0119	40.4518	3	3	2014	142	4	0.000
The Bistro	-79.9962	40.4443	3	1	2014	156	4	0.000
Bluebird Kitchen	-80.0018	40.4404	3	1	2014	350	2	0.000
Smallman Street Deli	-79.9752	40.4582	3	1	2015	184	5	0.000
Regent Square_2	-79.8998	40.4278	3	1	2014	89	0	0.000
Pittsburgh Winter Beerfest_2	-79.9970	40.4453	3	1	2014	61	0	0.000
Kenyon Jewelers	-79.8838	40.4434	3	1	2014	54	0	0.000
Sarafinos Pasta and Pizza	-80.0656	40.4357	3	3	2014	123	2	0.000
East Busway Negley Station	-79.9327	40.4566	3	2	2014	88	6	0.000
Homewood Brighton CCAC	-79.8888	40.4470	3	1	2014	54	0	0.000
My Coffee Pot	-79.9920	40.3780	3	1	2014	243	0	0.000
The Chair Of Narcolepsy	-80.0886	40.4172	3	1	2014	134	3	0.000
Braddock/North Braddock Little League Field	-79.8767	40.4096	3	2	2014	205	4	0.000
STD	-80.0482	40.4211	3	1	2014	134	3	0.000
William S. Moorhead Federal Building	-79.9943	40.4436	3	3	2014	121	3	0.000
South Side Fountain	-79.9658	40.4278	3	2	2015	194	1	0.000
tobacco	-79.9742	40.4803	3	1	2014	40	0	0.000
Mattress Factory Annex Building	-80.0134	40.4571	3	1	2015	193	0	0.000
TMHQ_2	-80.0562	40.4220	3	1	2014	66	5	0.000
La Htte Royal	-79.9827	40.4668	3	1	2014	285	0	0.000
Wines and Spirits_1	-80.0565	40.4649	3	1	2014	26	0	0.000
Easy Trip 352	-80.0827	40.4098	3	1	2014	134	3	0.326
I-376 Exit 74	-79.9302	40.4286	3	1	2015	85	4	0.000
Alladin's Eatery	-80.0523	40.3760	3	1	2015	153	2	0.000
Riverview Park	-80.0180	40.4826	3	3	2014	82	0	0.000
Lewis' Hair Salon	-80.0341	40.4765	3	1	2015	191	5	0.000
The Village Idot	-79.8721	40.3652	3	1	2014	32	6	0.000
Modcloth New HQ	-80.0811	40.4447	3	1	2014	69	1	0.000
The Commoner	-79.9965	40.4415	3	2	2015	269	6	0.000
Thai Hana	-79.9589	40.4416	3	1	2014	100	4	0.000
The Olive Tap Pittsburgh Strip District	-79.9801	40.4538	3	1	2014	186	6	0.000
The lioness den	-79.9730	40.4885	3	1	2014	29	3	0.000
Hi-Level Lounge	-79.9096	40.4067	3	1	2014	40	0	0.000
Rise And Shine	-79.8994	40.4043	3	1	2014	312	6	0.000
Dpd Computers	-80.0811	40.4114	3	1	2014	134	3	0.000
The Getaway Cafe	-80.0157	40.3845	3	1	2014	86	4	0.000
Shake & Twist	-80.0723	40.4654	3	1	2014	156	4	-0.175
Shadyside_2	-79.9327	40.4537	3	1	2014	243	0	0.000
Loftus Engineers, LLC	-80.0886	40.4162	3	1	2014	134	3	0.000
Ice House Studios	-79.9637	40.4728	3	1	2014	57	3	0.000
Kennywood Parking Lot	-79.8685	40.3878	3	3	2014	148	3	0.000
Home Sweet Hell	-79.9473	40.4548	3	1	2014	96	0	-0.127
Bauerstown Baseball Complex	-79.9600	40.4925	3	1	2014	140	0	0.000
jay smooths creation kitchen	-80.0903	40.4115	3	1	2014	137	6	0.231
Batting Practice Batting Cages	-79.9074	40.3619	3	2	2015	265	2	0.000
Phong May House	-80.0550	40.4271	3	1	2014	197	3	0.000
3 Rivers Praise & Worship	-79.9503	40.5063	3	1	2014	93	4	0.453
CMU HCII Ubicomp Lab	-79.9459	40.4434	3	1	2014	355	0	0.000
Bottom Dollar Food	-79.9119	40.4073	3	1	2014	40	5	0.000
200 Fleet St	-80.0494	40.4207	3	1	2014	139	1	0.000
Mineo's Pizza	-79.9232	40.4329	3	2	2015	182	3	0.000
Di Salla's Pizza	-79.8957	40.4088	3	1	2014	121	4	0.000
CIC Collaborative Innovation Center	-79.9464	40.4439	3	2	2014	36	3	0.262
NuVision Engineering	-79.9702	40.4297	3	1	2014	70	2	0.000
Joop Offerman, MD	-79.9142	40.4504	3	1	2014	175	2	0.000
The Skin Center Medical Spa	-79.9359	40.4506	3	1	2014	51	4	0.000
Deli On North Avenue	-80.0066	40.4555	3	2	2014	156	4	0.000
Bud Harris Cycling Track	-79.9090	40.4751	3	2	2014	144	6	0.000
Carnegie Lecture Hall	-79.9497	40.4423	3	2	2014	284	6	0.000
Stan Lederman Field	-79.9134	40.4297	3	1	2015	193	0	0.000
Highland Park Tennis Courts	-79.9109	40.4748	3	1	2014	94	5	0.000
Anthrocon Charity Auction	-79.9929	40.4470	3	1	2015	193	0	0.286
Rock Room	-79.9638	40.4580	3	1	2014	145	0	0.000
Meemaw's Cat Haus	-79.9025	40.3803	3	1	2014	56	2	0.000
Giovanni's Pizza & Pasta	-80.0380	40.3922	3	3	2014	80	6	0.000
Braddock's American Brasserie	-80.0027	40.4439	3	3	2014	28	2	0.000
Blinky's Noblestown Grill	-80.0551	40.4275	3	1	2014	156	4	0.000
My Furry Domain	-79.9650	40.3680	3	1	2015	52	6	0.000
Little Tokyo	-80.0444	40.3817	3	3	2014	145	0	0.000
Outer skin	-79.9064	40.4089	3	1	2015	290	6	0.000
Tender Bar + Kitchen	-79.9605	40.4706	3	1	2015	184	5	0.000
City of Pittsburgh_2	-80.0116	40.4375	3	1	2014	242	6	0.000
Artisan	-79.9842	40.4510	3	1	2014	88	6	0.000
sunoco	-79.9738	40.4808	3	1	2014	40	0	0.000
Independent Brewing Co	-79.9194	40.4379	3	3	2015	100	1	0.000
Huntington Bank	-79.9969	40.4427	3	1	2014	189	2	0.000
Hampton Inn Pittsburgh Univercity Center	-79.9631	40.4360	2	2	2015	15	2	0.000
Jester's Court tattoo	-79.9838	40.4288	2	1	2015	109	0	0.000
Jiffy Lube_1	-80.0395	40.4046	2	2	2014	51	4	0.000
Yogurt City	-79.8874	40.4264	2	1	2014	104	1	0.000
Dr Spatz DMD	-79.9228	40.4337	2	1	2014	142	2	0.000
Schenley Park Disc Golf Course_2	-79.9456	40.4313	2	1	2014	362	0	0.000
Pittsburgh Downtown Partnership	-79.9973	40.4430	2	1	2014	41	1	0.000
Rite Aid_6	-79.9976	40.4413	2	1	2014	132	1	0.000
Pittsburgh Seltzer Works	-79.8931	40.4261	2	1	2014	59	5	0.000
O'Reilly Theater	-80.0014	40.4428	2	2	2014	134	0	0.000
Tessitura Office	-79.9985	40.4428	2	1	2015	28	3	0.000
St. Peter & St. Paul Hall	-80.0853	40.4093	2	1	2014	202	1	0.000
Rite Aid_7	-79.9983	40.4538	2	1	2014	40	0	0.000
General Robinson Garage	-80.0097	40.4476	2	1	2014	91	2	0.000
Columbia	-79.9470	40.4616	2	1	2015	8	4	0.000
0	-79.9099	40.4556	2	1	2014	90	1	0.000
Koppers Tower	-79.9953	40.4421	2	2	2014	25	2	0.000
The Cheesecake Factory	-79.9654	40.4282	2	2	2014	3	0	0.000
525 William Penn Place	-79.9985	40.4412	2	1	2014	70	2	0.000
Berry Quool	-80.0581	40.4970	2	2	2014	145	0	0.000
The In-laws	-80.0703	40.3949	2	1	2014	79	0	0.000
Josza Corner Hungarian Restaurant	-79.9449	40.4112	2	1	2014	44	4	0.000
21st Street Coffee and Tea_2	-80.0008	40.4411	2	2	2014	56	2	0.000
Castle Shannon, PA	-80.0223	40.3633	2	1	2014	33	0	0.000
Supercuts	-79.9781	40.4286	2	2	2015	27	1	0.000
Soldiers & Sailors Memorial Hall & Museum	-79.9563	40.4451	2	1	2015	181	2	0.000
Bus Stop Stanwix St. & Penn Ave	-80.0044	40.4415	2	1	2015	201	1	-0.167
Heinz Lofts Reservior Building	-79.9901	40.4542	2	2	2014	43	1	0.000
Imperial Palace	-79.9810	40.3666	2	1	2014	140	2	0.000
Shadyside Hideaway	-79.9256	40.4579	2	1	2014	33	0	0.000
Bob's Diner_2	-80.0138	40.3661	2	2	2015	141	4	0.000
Keystone Cafe	-79.9983	40.4414	2	1	2015	14	3	0.000
Family Links	-79.8653	40.4321	2	1	2015	48	2	0.000
Wines and Spirits_2	-79.9212	40.4591	2	1	2014	41	1	0.327
Parkvale Bank	-79.9796	40.3671	2	1	2014	140	2	0.000
Rosslyn Farms Community Pool	-80.0888	40.4194	2	1	2014	134	3	0.000
U.S. Bankruptcy Court	-79.9952	40.4414	2	1	2015	265	2	0.000
Kopy's Bar	-79.9864	40.4281	2	1	2015	269	6	0.000
Senate Office	-79.9428	40.4442	2	1	2014	42	2	0.000
Living Spirit Ministry	-79.8884	40.4213	2	1	2014	77	2	0.221
Swissvale Senior Center	-79.8911	40.4226	2	1	2014	59	5	0.000
Cuzamil Restaurante Mexicano	-79.9228	40.4335	2	2	2014	61	0	0.000
WORD FM	-80.0406	40.4247	2	2	2014	57	1	0.000
Rohrich Mazda PGH	-80.0300	40.3975	2	1	2014	69	1	0.000
Rite Aid_4	-79.9344	40.4586	2	1	2015	156	5	0.000
tan 360	-79.9356	40.4506	2	1	2015	241	6	0.000
