venue	lon	lat	user	year	doy	dow	hour	senti_val	txt
My Comfort Zone My Bed	-80.0140	40.3996	breezyas123	2014	320	0	19	0.263	Just posted a photo My Comfort Zone My Bed
Home_2	-80.0013	40.4560	Jacob4Northside	2014	282	4	1	0.365	Just posted a photo Home :-)
Saint Paul Cathedral	-79.9500	40.4472	wojzeh	2014	307	1	1	0.000	Just posted a photo Saint Paul Cathedral
Saint Paul Cathedral	-79.9500	40.4472	wojzeh	2014	307	1	1	0.000	Just posted a photo Saint Paul Cathedral
Saint Paul Cathedral	-79.9500	40.4472	aternazio	2015	72	5	15	0.000	Just posted a photo Saint Paul Cathedral
Saint Paul Cathedral	-79.9500	40.4472	willrupp	2014	189	2	16	0.000	Just posted a photo Saint Paul Cathedral
Saint Paul Cathedral	-79.9500	40.4472	wojzeh	2014	307	1	1	0.000	Just posted a photo Saint Paul Cathedral
Saint Paul Cathedral	-79.9500	40.4472	aternazio	2015	72	5	15	0.000	Just posted a photo Saint Paul Cathedral
Saint Paul Cathedral	-79.9500	40.4472	wojzeh	2014	307	1	1	0.000	Just posted a photo Saint Paul Cathedral
Saint Paul Cathedral	-79.9500	40.4472	DennisVu_	2015	183	4	21	0.000	Just posted a photo Saint Paul Cathedral
Saint Paul Cathedral	-79.9500	40.4472	DennisVu_	2015	183	4	21	0.000	Just posted a photo Saint Paul Cathedral
Shadyside	-79.9350	40.4500	sky_xutianyu	2015	247	5	23	0.000	Just posted a photo Shadyside
Shadyside	-79.9350	40.4500	maggiejmcgrath	2015	226	5	22	0.000	Just posted a photo Shadyside
northside Pgh_2	-79.9934	40.4539	coolc_412	2014	296	4	2	0.000	Just posted a photo northside Pgh
northside Pgh_2	-79.9934	40.4539	coolc_412	2014	296	4	2	0.000	Just posted a photo northside Pgh
northside Pgh_2	-79.9934	40.4539	coolc_412	2014	296	4	2	0.000	Just posted a photo northside Pgh
West End Bridge	-80.0270	40.4463	coolc_412	2014	180	0	6	0.000	Just posted a photo West End Bridge
West End Bridge	-80.0270	40.4463	coolc_412	2014	142	4	0	0.000	Just posted a photo West End Bridge
West End Bridge	-80.0270	40.4463	coolc_412	2014	142	4	0	0.000	Just posted a photo West End Bridge
The jacuzzi tub	-79.9785	40.4274	MMartignetti	2015	12	1	18	0.000	Just posted a photo The jacuzzi tub
Heintz Field-Pittsburgh	-80.0085	40.4474	Teylore	2015	274	4	23	0.000	Just posted a photo Heintz Field-Pittsburgh
Heintz Field-Pittsburgh	-80.0085	40.4474	Teylore	2015	274	4	23	0.000	Just posted a photo Heintz Field-Pittsburgh
Heintz Field-Pittsburgh	-80.0085	40.4474	Teylore	2015	274	4	23	0.000	Just posted a photo Heintz Field-Pittsburgh
Heintz Field-Pittsburgh	-80.0085	40.4474	Teylore	2015	274	4	23	0.000	Just posted a photo Heintz Field-Pittsburgh
Heintz Field-Pittsburgh	-80.0085	40.4474	Teylore	2015	274	4	23	0.000	Just posted a photo Heintz Field-Pittsburgh
Heintz Field-Pittsburgh	-80.0085	40.4474	Teylore	2015	274	4	23	0.000	Just posted a photo Heintz Field-Pittsburgh
Heintz Field-Pittsburgh	-80.0085	40.4474	Teylore	2015	274	4	23	0.000	Just posted a photo Heintz Field-Pittsburgh
Heintz Field-Pittsburgh	-80.0085	40.4474	Teylore	2015	274	4	23	0.000	Just posted a photo Heintz Field-Pittsburgh
Heintz Field-Pittsburgh	-80.0085	40.4474	Teylore	2015	274	4	23	0.000	Just posted a photo Heintz Field-Pittsburgh
Heintz Field-Pittsburgh	-80.0085	40.4474	Teylore	2015	274	4	23	0.000	Just posted a photo Heintz Field-Pittsburgh
Jimmy D's on Carson	-79.9816	40.4290	Emily13Lebovitz	2015	269	6	5	0.000	Just posted a photo Jimmy D's on Carson
Jimmy D's on Carson	-79.9816	40.4290	Emily13Lebovitz	2015	269	6	5	0.000	Just posted a photo Jimmy D's on Carson
Primanti Bros_2	-79.9569	40.4418	allisin	2015	285	1	14	0.000	Just posted a photo Primanti Bros
Penn Ave Fish Company	-79.9820	40.4524	jrmpix	2014	97	1	16	0.000	Just posted a photo Penn Ave Fish Company
Everyday Noodles	-79.9201	40.4383	TacoJ0EL	2015	58	5	21	0.000	Just posted a photo Everyday Noodles
Plum Pan-Asian Kitchen	-79.9251	40.4594	jonathanedean	2014	55	1	23	0.000	Just posted a photo Plum Pan-Asian Kitchen
Plum Pan-Asian Kitchen	-79.9251	40.4594	jonathanedean	2014	55	1	23	0.000	Just posted a photo Plum Pan-Asian Kitchen
Highland Park, Pittsburgh, Pennsylvania	-79.9232	40.4757	PuMpZorDuNkS	2014	214	6	2	0.000	Just posted a photo Highland Park, Pittsburgh, Pennsylvania
Highland Park, Pittsburgh, Pennsylvania	-79.9232	40.4757	ashleypgh	2014	218	3	23	0.000	Just posted a photo Highland Park, Pittsburgh, Pennsylvania
Highland Park, Pittsburgh, Pennsylvania	-79.9232	40.4757	PuMpZorDuNkS	2014	214	6	2	0.000	Just posted a photo Highland Park, Pittsburgh, Pennsylvania
Highland Park, Pittsburgh, Pennsylvania	-79.9232	40.4757	ashleypgh	2014	218	3	23	0.000	Just posted a photo Highland Park, Pittsburgh, Pennsylvania
The Allegheny Wine Mixer Inc	-79.9515	40.4825	sv980906	2015	202	2	23	0.000	Just posted a photo The Allegheny Wine Mixer Inc
The Allegheny Wine Mixer Inc	-79.9515	40.4825	Jiggerfingers	2015	305	0	4	0.000	Just posted a photo The Allegheny Wine Mixer Inc
The Allegheny Wine Mixer Inc	-79.9515	40.4825	Jiggerfingers	2015	305	0	5	0.000	Just posted a photo The Allegheny Wine Mixer Inc
The Allegheny Wine Mixer Inc	-79.9515	40.4825	Jiggerfingers	2015	305	0	4	0.000	Just posted a photo The Allegheny Wine Mixer Inc
Pittsburgh International Airport	-80.0695	40.4112	anemosgroup	2015	154	3	3	0.000	Just posted a photo Pittsburgh International Airport
AAA	-79.9274	40.4598	Andy1Volz	2014	93	4	1	0.000	Just posted a photo AAA
AAA	-79.9274	40.4598	Andy1Volz	2014	93	4	1	0.000	Just posted a photo AAA
The Pump House	-79.8970	40.4130	chuck629	2014	222	0	19	0.000	Just posted a photo The Pump House
The Pump House	-79.8970	40.4130	chuck629	2014	222	0	19	0.000	Just posted a photo The Pump House
The Pump House	-79.8970	40.4130	chuck629	2014	222	0	19	0.000	Just posted a photo The Pump House
Y47	-79.9668	40.3660	regmd90	2014	234	5	15	0.000	Just posted a photo Y47
Y47	-79.9668	40.3660	regmd90	2014	234	5	15	0.000	Just posted a photo Y47
Y47	-79.9668	40.3660	regmd90	2014	234	5	15	0.000	Just posted a photo Y47
Art Rooney Ave	-80.0139	40.4458	LongQHong	2014	311	5	10	0.000	Just posted a photo Art Rooney Ave.
Adult Mart	-80.0078	40.5061	AnthonyGotaDonk	2014	341	0	2	0.000	Just posted a photo Adult Mart
Rumerz Sportz Bar & Grill	-80.0307	40.4766	DukesOfSwagg1	2015	200	0	3	0.000	Just posted a photo Rumerz Sportz Bar &amp; Grill
Carnegie Mellon University	-79.9426	40.4437	crodesch	2015	199	6	17	0.000	Just posted a photo Carnegie Mellon University
Carnegie Mellon University	-79.9426	40.4437	acideater	2014	316	3	17	0.000	Just posted a photo Carnegie Mellon University
Carnegie Mellon University	-79.9426	40.4437	kiralucille	2015	54	1	1	0.000	Just posted a photo Carnegie Mellon University
Carnegie Mellon University	-79.9426	40.4437	arniej_15	2015	310	5	20	0.000	Just posted a photo Carnegie Mellon University
Carnegie Mellon University	-79.9426	40.4437	MJanu09	2015	273	3	18	0.000	Just posted a photo Carnegie Mellon University
Carnegie Mellon University	-79.9426	40.4437	jeffcrossman	2014	56	2	22	0.000	Just posted a photo Carnegie Mellon University
Carnegie Mellon University	-79.9426	40.4437	josephcc	2014	89	0	17	0.000	Just posted a photo Carnegie Mellon University
Carnegie Mellon University	-79.9426	40.4437	NickNickwangxc	2015	239	4	12	0.000	Just posted a photo Carnegie Mellon University
Carnegie Mellon University	-79.9426	40.4437	MJanu09	2015	273	3	18	0.000	Just posted a photo Carnegie Mellon University
Carnegie Mellon University	-79.9426	40.4437	KevKloudMusic	2015	77	3	5	0.000	Just posted a photo Carnegie Mellon University
Carnegie Mellon University	-79.9426	40.4437	KevKloudMusic	2015	77	3	5	0.000	Just posted a photo Carnegie Mellon University
Carnegie Mellon University	-79.9426	40.4437	MJanu09	2015	273	3	18	0.000	Just posted a photo Carnegie Mellon University
Carnegie Mellon University	-79.9426	40.4437	onedrunkboy	2014	103	0	14	0.000	Just posted a photo Carnegie Mellon University
Carnegie Mellon University	-79.9426	40.4437	MJanu09	2015	273	3	18	0.000	Just posted a photo Carnegie Mellon University
Carnegie Mellon University	-79.9426	40.4437	giulesmarkz	2015	285	1	22	0.000	Just posted a photo Carnegie Mellon University
Carnegie Mellon University	-79.9426	40.4437	NickNickwangxc	2015	239	4	12	0.000	Just posted a photo Carnegie Mellon University
Gateway Clipper Fleet	-80.0069	40.4361	NadineLister	2015	201	1	2	0.000	Just posted a photo Gateway Clipper Fleet
Gateway Clipper Fleet	-80.0069	40.4361	Ritakrx	2014	172	6	20	0.000	Just posted a photo Gateway Clipper Fleet
Gateway Clipper Fleet	-80.0069	40.4361	k_helmick97	2014	141	3	3	0.000	Just posted a photo Gateway Clipper Fleet
Gateway Clipper Fleet	-80.0069	40.4361	Katie_1226	2015	270	0	1	0.000	Just posted a photo Gateway Clipper Fleet
Gateway Clipper Fleet	-80.0069	40.4361	angelblas17	2014	247	4	18	0.000	Just posted a photo Gateway Clipper Fleet
Gateway Clipper Fleet	-80.0069	40.4361	Teylore	2014	193	6	23	0.000	Just posted a photo Gateway Clipper Fleet
Gateway Clipper Fleet	-80.0069	40.4361	joelongwashere	2015	87	6	19	0.000	Just posted a photo Gateway Clipper Fleet
Gateway Clipper Fleet	-80.0069	40.4361	michele_welker	2015	240	5	22	0.000	Just posted a photo Gateway Clipper Fleet
Gateway Clipper Fleet	-80.0069	40.4361	joelongwashere	2015	87	6	19	0.000	Just posted a photo Gateway Clipper Fleet
Gateway Clipper Fleet	-80.0069	40.4361	joelongwashere	2015	87	6	19	0.000	Just posted a photo Gateway Clipper Fleet
Gateway Clipper Fleet	-80.0069	40.4361	Katie_1226	2015	270	0	1	0.000	Just posted a photo Gateway Clipper Fleet
Gateway Clipper Fleet	-80.0069	40.4361	ttsvegas	2015	14	3	16	0.000	Just posted a photo Gateway Clipper Fleet
Gateway Clipper Fleet	-80.0069	40.4361	GinaReckart	2014	144	6	22	0.000	Just posted a photo Gateway Clipper Fleet
Gateway Clipper Fleet	-80.0069	40.4361	SexyAndreaQ	2015	227	6	3	0.000	Just posted a photo Gateway Clipper Fleet
Gateway Clipper Fleet	-80.0069	40.4361	SexyAndreaQ	2015	227	6	4	0.000	Just posted a photo Gateway Clipper Fleet
Gateway Clipper Fleet	-80.0069	40.4361	michele_welker	2015	240	5	22	0.000	Just posted a photo Gateway Clipper Fleet
Chipotle	-79.9474	40.4542	JoshLouie	2014	334	0	0	0.000	Just posted a photo Chipotle
Chipotle	-79.9474	40.4542	JoshLouie	2014	360	5	21	0.000	Just posted a photo Chipotle
Chipotle	-79.9474	40.4542	JoshLouie	2015	74	0	21	0.000	Just posted a photo Chipotle
Chipotle	-79.9474	40.4542	JoshLouie	2015	74	0	21	0.000	Just posted a photo Chipotle
Chipotle	-79.9474	40.4542	JoshLouie	2014	334	0	0	0.000	Just posted a photo Chipotle
Chipotle	-79.9474	40.4542	JoshLouie	2014	360	5	21	0.000	Just posted a photo Chipotle
Chipotle	-79.9474	40.4542	JoshLouie	2014	334	0	0	0.000	Just posted a photo Chipotle
Chipotle	-79.9474	40.4542	JoshLouie	2015	74	0	21	0.000	Just posted a photo Chipotle
UPMC Presbyterian Hospital	-79.9602	40.4427	bhoover76	2014	126	2	13	0.000	Just posted a photo UPMC Presbyterian Hospital
Riverfront Trail_2	-79.9873	40.4562	BenzaBurgh	2014	146	1	14	0.000	Just posted a photo Riverfront Trail
Arcade Comedy Theater	-79.9985	40.4428	aaronkleiber	2014	193	6	16	0.333	Just posted a photo Arcade Comedy Theater
Hofbrauhaus Pittsburgh	-79.9645	40.4287	svnanadiego	2014	126	2	0	0.000	Just posted a photo Hofbrauhaus Pittsburgh
Hofbrauhaus Pittsburgh	-79.9645	40.4287	notixx	2015	143	6	3	0.000	Just posted a photo Hofbrauhaus Pittsburgh
Hofbrauhaus Pittsburgh	-79.9645	40.4287	thejvo	2014	192	5	2	0.000	Just posted a photo Hofbrauhaus Pittsburgh
Hofbrauhaus Pittsburgh	-79.9645	40.4287	DJTMI	2015	186	0	21	0.000	Just posted a photo Hofbrauhaus Pittsburgh
Hofbrauhaus Pittsburgh	-79.9645	40.4287	DJTMI	2015	186	0	21	0.000	Just posted a photo Hofbrauhaus Pittsburgh
Hofbrauhaus Pittsburgh	-79.9645	40.4287	TOReese	2015	193	0	0	0.000	Just posted a photo Hofbrauhaus Pittsburgh
Hofbrauhaus Pittsburgh	-79.9645	40.4287	TOReese	2015	193	0	0	0.000	Just posted a photo Hofbrauhaus Pittsburgh
Hofbrauhaus Pittsburgh	-79.9645	40.4287	veronicanventre	2015	283	6	22	0.000	Just posted a photo Hofbrauhaus Pittsburgh
Hofbrauhaus Pittsburgh	-79.9645	40.4287	veronicanventre	2015	283	6	22	0.000	Just posted a photo Hofbrauhaus Pittsburgh
Hofbrauhaus Pittsburgh	-79.9645	40.4287	DJTMI	2015	186	0	21	0.000	Just posted a photo Hofbrauhaus Pittsburgh
Hofbrauhaus Pittsburgh	-79.9645	40.4287	DJTMI	2015	186	0	21	0.000	Just posted a photo Hofbrauhaus Pittsburgh
Hofbrauhaus Pittsburgh	-79.9645	40.4287	DJTMI	2015	186	0	21	0.000	Just posted a photo Hofbrauhaus Pittsburgh
Hofbrauhaus Pittsburgh	-79.9645	40.4287	DJTMI	2015	186	0	21	0.000	Just posted a photo Hofbrauhaus Pittsburgh
Hofbrauhaus Pittsburgh	-79.9645	40.4287	DJTMI	2015	186	0	21	0.000	Just posted a photo Hofbrauhaus Pittsburgh
Hofbrauhaus Pittsburgh	-79.9645	40.4287	DJTMI	2015	186	0	21	0.000	Just posted a photo Hofbrauhaus Pittsburgh
Hofbrauhaus Pittsburgh	-79.9645	40.4287	TOReese	2015	193	0	0	0.000	Just posted a photo Hofbrauhaus Pittsburgh
Hofbrauhaus Pittsburgh	-79.9645	40.4287	thejvo	2014	192	5	2	0.000	Just posted a photo Hofbrauhaus Pittsburgh
Hofbrauhaus Pittsburgh	-79.9645	40.4287	veronicanventre	2015	283	6	22	0.000	Just posted a photo Hofbrauhaus Pittsburgh
Hofbrauhaus Pittsburgh	-79.9645	40.4287	veronicanventre	2015	283	6	22	0.000	Just posted a photo Hofbrauhaus Pittsburgh
Hofbrauhaus Pittsburgh	-79.9645	40.4287	thejvo	2014	192	5	2	0.000	Just posted a photo Hofbrauhaus Pittsburgh
Hofbrauhaus Pittsburgh	-79.9645	40.4287	svnanadiego	2014	126	2	0	0.000	Just posted a photo Hofbrauhaus Pittsburgh
hub	-79.9851	40.4372	BLASTED_	2015	78	4	3	0.000	Just posted a photo hub
wcw	-79.8909	40.3767	BriannaRoseP	2015	50	4	1	0.000	Just posted a photo wcw
Element Church	-79.9750	40.4810	prsrant	2014	352	4	1	0.000	Just posted a photo Element Church
Element Church	-79.9750	40.4810	prsrant	2014	26	0	15	0.000	Just posted a photo Element Church
Element Church	-79.9750	40.4810	prsrant	2014	352	4	1	0.000	Just posted a photo Element Church
Element Church	-79.9750	40.4810	prsrant	2014	26	0	15	0.000	Just posted a photo Element Church
Element Church	-79.9750	40.4810	prsrant	2014	352	4	1	0.000	Just posted a photo Element Church
Element Church	-79.9750	40.4810	prsrant	2014	26	0	15	0.000	Just posted a photo Element Church
Allegheny Cemetary_2	-79.9450	40.4726	chriscatone	2015	119	3	18	0.000	Just posted a photo Allegheny Cemetary
Allegheny Cemetary_2	-79.9450	40.4726	chriscatone	2015	119	3	18	0.000	Just posted a photo Allegheny Cemetary
Allegheny Cemetary_2	-79.9450	40.4726	chriscatone	2015	119	3	18	0.000	Just posted a photo Allegheny Cemetary
DrauckMont Outdoors	-80.0466	40.3815	emily4732	2015	10	6	0	0.000	Just posted a photo DrauckMont Outdoors
South Side Bike Trail	-79.9781	40.4325	BenzaBurgh	2014	146	1	3	0.000	Just posted a photo South Side Bike Trail
South Side Bike Trail	-79.9781	40.4325	BenzaBurgh	2014	146	1	3	0.000	Just posted a photo South Side Bike Trail
South Side Bike Trail	-79.9781	40.4325	iamseton	2014	206	5	3	0.000	Just posted a photo South Side Bike Trail
Veterans Bridge	-79.9934	40.4499	wasaaga_	2015	66	6	13	0.000	Just posted a photo Veterans Bridge
Pizza Sola_1	-79.9579	40.4413	DearTristaMaria	2014	146	1	1	0.000	Just posted a photo Pizza Sola
The Milk Shake Factory	-79.9818	40.4289	techburgh	2015	146	2	22	-0.221	Just posted a photo The Milk Shake Factory
The Milk Shake Factory	-79.9818	40.4289	techburgh	2015	146	2	22	-0.221	Just posted a photo The Milk Shake Factory
The Milk Shake Factory	-79.9818	40.4289	BridgetteAlexis	2014	67	6	22	-0.221	Just posted a photo The Milk Shake Factory
The Milk Shake Factory	-79.9818	40.4289	BridgetteAlexis	2014	67	6	22	-0.221	Just posted a photo The Milk Shake Factory
The Milk Shake Factory	-79.9818	40.4289	techburgh	2015	146	2	22	-0.221	Just posted a photo The Milk Shake Factory
Franktuary	-79.9641	40.4670	SilasOrteza	2014	113	3	21	0.000	Just posted a photo Franktuary
Franktuary	-79.9641	40.4670	SilasOrteza	2014	113	3	21	0.000	Just posted a photo Franktuary
Club Cafe	-79.9865	40.4289	DrZpresents	2015	111	2	21	0.000	Just posted a photo Club Cafe
Club Cafe	-79.9865	40.4289	DrZpresents	2015	45	6	3	0.000	Just posted a photo Club Cafe
Lili Cafe	-79.9659	40.4576	hsmileyjones	2014	147	2	14	0.000	Just posted a photo Lili Cafe
Lili Cafe	-79.9659	40.4576	hsmileyjones	2014	147	2	14	0.000	Just posted a photo Lili Cafe
Lili Cafe	-79.9659	40.4576	hsmileyjones	2014	147	2	14	0.000	Just posted a photo Lili Cafe
Sienna Mercato	-79.9964	40.4441	JoshLouie	2015	60	0	5	0.000	Just posted a photo Sienna Mercato
Sienna Mercato	-79.9964	40.4441	NicholasPoliti	2014	223	1	2	0.000	Just posted a photo Sienna Mercato
Sienna Mercato	-79.9964	40.4441	johntarasi	2014	320	0	2	0.000	Just posted a photo Sienna Mercato
Sienna Mercato	-79.9964	40.4441	JoshLouie	2014	172	6	3	0.000	Just posted a photo Sienna Mercato
Sienna Mercato	-79.9964	40.4441	JoshLouie	2015	60	0	5	0.000	Just posted a photo Sienna Mercato
A To Z Highland Park	-79.9156	40.4738	AtoZcomm	2015	151	0	18	0.000	Just posted a photo A To Z Highland Park
A To Z Highland Park	-79.9156	40.4738	AtoZcomm	2015	151	0	18	0.000	Just posted a photo A To Z Highland Park
A To Z Highland Park	-79.9156	40.4738	AtoZcomm	2015	151	0	18	0.000	Just posted a photo A To Z Highland Park
HBD to myself	-80.0700	40.4414	autautautumn_	2015	97	2	20	0.000	Just posted a photo HBD to myself 
reunited	-79.9556	40.4362	diannaconte	2015	25	0	4	0.000	Just posted a photo reunited
Restaurant Depot	-79.9727	40.4638	bigshotbobs	2014	333	6	16	0.000	Just posted a photo Restaurant Depot
Restaurant Depot	-79.9727	40.4638	bigshotbobs	2014	333	6	16	0.000	Just posted a photo Restaurant Depot
Restaurant Depot	-79.9727	40.4638	bigshotbobs	2014	333	6	16	0.000	Just posted a photo Restaurant Depot
Restaurant Depot	-79.9727	40.4638	bigshotbobs	2014	333	6	16	0.000	Just posted a photo Restaurant Depot
Restaurant Depot	-79.9727	40.4638	bigshotbobs	2014	333	6	16	0.000	Just posted a photo Restaurant Depot
Washington Plaza	-79.9867	40.4406	ThatNerdBastard	2015	178	6	23	0.000	Just posted a photo Washington Plaza
Atlantic City New Jersey	-80.0150	40.3666	ryansmith1984	2014	300	1	8	0.000	Just posted a photo Atlantic City New Jersey
Paint Monkey 4020 Butler St	-79.9615	40.4692	beapaintmonkey	2014	333	6	2	0.000	Just posted a photo Paint Monkey 4020 Butler St.
still looking 4 the zaddys	-80.0013	40.4386	AlenaLancia	2015	88	0	1	0.000	Just posted a photo still looking 4 the zaddys
still looking 4 the zaddys	-80.0013	40.4386	AlenaLancia	2015	88	0	1	0.000	Just posted a photo still looking 4 the zaddys
still looking 4 the zaddys	-80.0013	40.4386	AlenaLancia	2015	88	0	1	0.000	Just posted a photo still looking 4 the zaddys
Just Ducky Tours	-80.0049	40.4338	JoeCal1969	2015	178	6	16	0.000	Just posted a photo Just Ducky Tours
South Oakland	-79.9530	40.4289	haidifromvine	2015	304	6	5	0.000	Just posted a photo South Oakland
South Oakland	-79.9530	40.4289	shannntheresaaa	2015	284	0	14	0.000	Just posted a photo South Oakland
Extended Stay America Hotel	-80.0886	40.4174	Neef_Muslim1st	2015	98	3	1	0.000	Just posted a photo Extended Stay America Hotel
Munhall, Pennsylvania	-79.9012	40.3912	DGraff3220	2015	244	2	20	0.000	Just posted a photo Munhall, Pennsylvania
Crafton, Pittsburgh, Pennsylvania	-80.0722	40.4392	osaipov	2015	245	3	21	0.000	Just posted a photo Crafton, Pittsburgh, Pennsylvania
Lin's Asian Fusion	-79.9768	40.4286	gabri_pierre	2014	290	5	23	0.000	Just posted a photo Lin's Asian Fusion
Prague	-79.9837	40.4542	mikebrono	2014	286	1	1	0.000	Just posted a photo Prague
Prague	-79.9837	40.4542	mikebrono	2014	286	1	1	0.000	Just posted a photo Prague
Prague	-79.9837	40.4542	mikebrono	2014	286	1	1	0.000	Just posted a photo Prague
Prague	-79.9837	40.4542	mikebrono	2014	286	1	1	0.000	Just posted a photo Prague
Twilight Zone	-79.9189	40.3876	MJanu09	2015	272	2	5	0.000	Just posted a photo Twilight Zone
Twilight Zone	-79.9189	40.3876	MJanu09	2015	264	1	8	0.000	Just posted a photo Twilight Zone
Twilight Zone	-79.9189	40.3876	MJanu09	2015	272	2	5	0.000	Just posted a photo Twilight Zone
Twilight Zone	-79.9189	40.3876	MJanu09	2015	257	1	3	0.000	Just posted a photo Twilight Zone
Twilight Zone	-79.9189	40.3876	MJanu09	2015	257	1	4	0.000	Just posted a photo Twilight Zone
